Price,Close,High,Low,Open,Volume
Ticker,CVX,CVX,CVX,CVX,CVX
Date,,,,,
2018-01-02,92.3530044555664,92.46882287624454,90.87628231309033,90.9993411109326,5626000
2018-01-03,93.02619934082031,93.33747477113204,91.86075280447436,92.2661255127686,5805500
2018-01-04,92.73666381835938,92.91039973771052,92.09240830510397,92.62083987212529,4598300
2018-01-05,92.58466339111328,92.7294433463616,92.00555461570117,92.63533499475255,4189200
2018-01-08,93.04070281982422,93.11309555495015,92.38920686322288,92.55570242210611,4826100
2018-01-09,92.54122161865234,93.33749752230815,92.50503077389817,92.96831003716747,4422300
2018-01-10,93.13479614257812,93.20717782044741,92.51225627589247,92.8814326560886,5292200
2018-01-11,95.9652099609375,96.50812241092086,93.20720543673312,93.32302941033592,11641300
2018-01-12,96.7107925415039,96.89176332766273,95.63220267958849,95.69011465662894,7232900
2018-01-16,95.559814453125,96.91348350842131,95.26303074447033,96.76146318082392,6254200
2018-01-17,95.81317901611328,96.13168938549663,94.79974697314884,95.69012019986623,5632700
2018-01-18,95.25578308105469,95.91451941248732,94.85041027573631,95.80594135591295,5890000
2018-01-19,95.04585266113281,95.55256861893552,94.25682273787007,95.42950981815339,6048900
2018-01-22,95.95796203613281,95.95796203613281,95.0313923580082,95.04587311579878,5248800
2018-01-23,94.8431625366211,95.9579375998112,94.63323026165463,95.82764394962155,5747300
2018-01-24,95.11099243164062,96.03756184160902,94.87935560193786,95.10375757763008,6868200
2018-01-25,94.5753402709961,95.45847870168326,94.3509382353526,95.37885110397929,4597200
2018-01-26,94.96624755859375,95.37162042079316,94.37265797781454,94.61878668322025,6310500
2018-01-29,93.00450897216797,95.24855127490596,92.88869605664141,94.14824573554701,6350700
2018-01-30,90.65189361572266,92.66428246199067,90.62293762561076,92.37473360645251,8084000
2018-01-31,90.7387466430664,91.07897258807205,89.79770191468278,90.78941823980408,9626800
2018-02-01,90.89798736572266,90.94141857808455,89.80492249804034,90.9197029719036,7844500
2018-02-02,85.83806610107422,89.7253151204183,85.15761416605436,89.7253151204183,13182600
2018-02-05,81.52372741699219,85.63538418590161,78.19386030143762,84.68709344486234,15414700
2018-02-06,84.82463836669922,85.15038361590004,80.17730928684425,80.49581415725659,18416300
2018-02-07,83.45650482177734,86.33755721130233,83.41307359185011,84.98389899918551,11535700
2018-02-08,81.29208374023438,83.8908217188294,81.22693138184908,83.36962494290862,9927500
2018-02-09,82.16073608398438,82.97148718596908,79.26520353476907,82.04491213107654,10922400
2018-02-12,82.50818634033203,83.86184400869735,81.7336317552774,83.10177017632914,8358200
2018-02-13,82.00872039794922,82.24036277846112,80.97356730192635,82.04491124074765,7065900
2018-02-14,82.25483703613281,82.55887214421811,80.64058076935744,81.4368510977553,7031900
2018-02-15,82.26947021484375,82.62770237600984,81.03392763042613,82.51073099957054,5405000
2018-02-16,81.9843521118164,82.56922577190932,81.30443885251005,82.13788019259286,5950400
2018-02-20,81.13627624511719,82.43761403845382,80.84383946983796,82.08668879256523,6810900
2018-02-21,79.73258972167969,81.9258574139564,79.73258972167969,81.25325666032256,6892300
2018-02-22,80.33940124511719,81.47259187026935,79.61562441327673,80.09083356504276,8176700
2018-02-23,82.3133316040039,82.4229961012273,80.60258552728409,80.75611359228961,6460200
2018-02-26,83.78280639648438,83.82667553361304,82.50340052260945,82.74466125463279,7405800
2018-02-27,83.05903625488281,84.84289551158543,83.05903625488281,83.98021011767796,6059700
2018-02-28,81.82349395751953,84.4115501428317,81.79424972303512,84.08986914127064,7441000
2018-03-01,81.91120910644531,83.2710350408229,81.12894412938003,81.53835216888598,7516700
2018-03-02,81.6187973022461,82.01358613696854,80.29552764387917,81.51644526114411,6607300
2018-03-05,82.72274017333984,82.85433644621106,81.16551668140252,81.44333413400157,7814900
2018-03-06,83.08829498291016,84.45542832059073,82.62770518228548,83.23451060286723,7957900
2018-03-07,83.22718811035156,84.13374269360294,82.34257088743938,82.57651919781476,6660000
2018-03-08,82.86893463134766,83.89246031721993,82.32061789724818,83.78279585484678,6095100
2018-03-09,85.69825744628906,85.82254124338819,83.51960967104748,83.57078568030987,8833300
2018-03-12,85.3838882446289,86.52438534335916,85.21573531398109,85.90296078514758,6877000
2018-03-13,85.14264678955078,86.40012109457547,84.80634642993662,85.70558859198917,6793100
2018-03-14,84.1703109741211,85.86643796475579,83.9729193129466,85.5228306714349,5051000
2018-03-15,84.4992904663086,84.95987465099614,83.892485096013,84.3384499510237,4519700
2018-03-16,84.36769104003906,84.94525215166185,83.75357323893635,84.36769104003906,14909400
2018-03-19,83.26376342773438,84.24342603131849,82.77393491482678,84.12644906107666,4803500
2018-03-20,83.70970153808594,84.58700622266208,83.66583797718728,83.74625822401293,4587200
2018-03-21,85.56668853759766,86.34895383071252,83.92905014017157,84.06064643143242,6829600
2018-03-22,83.12482452392578,84.61624688701565,82.96398961482512,84.47734375743931,6297200
2018-03-23,82.59844207763672,84.63817558794285,82.39373246139962,83.61465539559093,6227200
2018-03-26,84.33113098144531,84.50659081285013,82.79584490667634,83.51962159176774,6868700
2018-03-27,83.82667541503906,85.43506913738565,83.32953462449734,84.6235598237401,5530800
2018-03-28,81.95508575439453,84.26532995276676,81.92584152150496,84.02406921475313,6985300
2018-03-29,83.37340545654297,83.65852977239639,82.08668701976377,82.0939994728739,6627800
2018-04-02,82.05743408203125,83.62927666795332,80.81458491796273,83.2637321399606,6228600
2018-04-03,83.95095825195312,84.060622726707,81.94777020789851,82.26213872738394,6717300
2018-04-04,83.6950912475586,83.92172710702944,82.19635620699701,82.64963350370647,5727200
2018-04-05,85.74945068359375,86.18810307651114,83.8559268049216,83.98752308057358,7204900
2018-04-06,83.8998031616211,85.5447539598056,82.89820888984106,85.08416416654224,7094500
2018-04-09,84.79171752929688,85.66170977831325,83.98751504516042,84.29457671081582,6933800
2018-04-10,86.88995361328125,87.60642351078285,85.9760920784807,85.9760920784807,7612800
2018-04-11,87.18238067626953,87.27742025727042,86.08574695707118,86.77297253932109,6246800
2018-04-12,87.16776275634766,88.22052735091067,86.74372970607364,87.51868242861279,6702000
2018-04-13,87.67221069335938,88.30826027030054,87.16045051267177,87.37977391392319,5508100
2018-04-16,88.24246215820312,88.98086379481823,87.56254899489308,88.16935435545568,4598000
2018-04-17,88.79810333251953,89.19289221328762,88.14012186457272,88.41793936091057,6488300
2018-04-18,90.52345275878906,91.30571787803528,89.48530756834403,89.5291711297589,9132500
2018-04-19,90.44304656982422,91.38615233121453,90.07750196049936,90.63313132844821,7159400
2018-04-20,89.41950225830078,90.26025580333389,88.7980776651083,90.2017673391408,7561200
2018-04-23,90.3479995727539,90.36993135507257,89.04666176268273,89.19287736331883,6113100
2018-04-24,89.587646484375,91.4153689793775,89.01008550662225,90.91822823762617,7980500
2018-04-25,89.71925354003906,89.8508497986498,88.54951211781417,89.44143611754579,5331100
2018-04-26,90.8158950805664,90.8743835512146,89.41220525161512,89.68270466726979,6268400
2018-04-27,92.57051849365234,92.88488707949274,91.15220363040476,91.75169656412737,8836600
2018-04-30,91.46658325195312,93.50632307905047,91.42271967860762,92.86296092188304,7631600
2018-05-01,91.28377532958984,91.32763888583062,89.98243776862552,90.67697010534846,7093700
2018-05-02,91.74436950683594,92.46083927834762,90.72084365229091,90.80126389943305,5909100
2018-05-03,92.12454986572266,92.20497012238322,90.53077521754564,91.08639898276857,6727700
2018-05-04,91.77363586425781,92.73136103031014,91.17414288143775,91.53968751920043,5403100
2018-05-07,91.34228515625,93.87184750579574,90.976740561359,92.54857785717603,6999700
2018-05-08,92.5339584350586,92.66555471219847,90.38455443436331,91.3349726112366,8937000
2018-05-09,94.10581970214844,95.3486693353704,93.64522985324243,93.88649067145329,11442700
2018-05-10,94.17892456054688,94.8807640085064,93.86455037542198,94.81496865192337,5446000
2018-05-11,94.92460632324219,95.59720695839603,93.95957450951168,94.59561845845984,8092300
2018-05-14,95.32672882080078,95.8311821985561,94.89538883176301,95.22437676991831,6212400
2018-05-15,94.85150909423828,95.23898544621872,94.49327139943931,95.21705366444888,5201700
2018-05-16,94.71991729736328,94.83689424956971,93.79874889869411,94.52252008495698,5405100
2018-05-17,95.4721450805664,95.55326661374883,94.6756821873609,94.95591100423451,5241600
2018-05-18,94.29219055175781,95.24351459497603,94.24794449200061,95.0739009483025,6385800
2018-05-21,95.40574645996094,95.4352513315472,94.59454253632163,94.97801584445159,5081200
2018-05-22,94.56504821777344,96.15797387685207,94.46918550644882,95.199267993917,5444200
2018-05-23,94.9116439819336,94.9780130618411,93.32610039137299,93.72432612362908,6017200
2018-05-24,93.37036895751953,93.95296651382613,92.80989443318295,93.95296651382613,5906200
2018-05-25,90.11077117919922,92.00605434315504,89.39542985588402,91.84381128511573,8936600
2018-05-29,89.52076721191406,90.28773055590631,88.5399386024082,89.30690194640044,7385700
2018-05-30,92.301025390625,92.67712809554043,90.2213708682653,90.44998860468675,7125300
2018-05-31,91.66680908203125,92.05028801874067,91.04733618253974,91.50456604582143,7460700
2018-06-01,91.3349609375,92.58865374012417,91.02522725298601,92.54440205204602,5749900
2018-06-04,90.16236877441406,92.48538197786384,90.09599407502151,91.836409923381,5760500
2018-06-05,90.50899505615234,91.23170691171161,89.63878696631137,89.97801986555027,5672600
2018-06-06,90.98834991455078,91.21696769010534,90.01489719293112,90.79661323364245,6213400
2018-06-07,93.62847137451172,94.38068814762659,91.74794069453729,91.84380903266096,8607200
2018-06-08,93.24497985839844,93.93819241471462,92.6845054632956,93.74645576424717,5108800
2018-06-11,94.07096862792969,94.53557485794528,92.81728124437349,93.48837100514068,6085100
2018-06-12,93.71697235107422,94.67567827098652,93.16387408029556,94.12995059280551,4543000
2018-06-13,93.70958709716797,94.2626853146203,92.9868696174116,93.5178448063908,6317900
2018-06-14,93.29661560058594,94.36593664728468,93.20074163510378,93.93820597804262,5056800
2018-06-15,91.4750747680664,93.74646622003341,91.32757852848049,93.73171378287171,13223800
2018-06-18,92.89837646484375,93.64321696474535,91.51931623257538,91.70368230299813,7696800
2018-06-19,92.58126831054688,92.83937968863017,91.35707487962878,91.6815609700227,5947800
2018-06-20,92.39690399169922,93.25973588328321,91.6668159008517,93.0090007187844,7980700
2018-06-21,90.40576171875,91.88069057786453,90.08865741539118,91.81432147987978,7290800
2018-06-22,92.25677490234375,93.340848230711,92.05028581625581,92.48539264171734,8535200
2018-06-25,90.42048645019531,91.9175378832236,89.91901056670947,91.76267107564192,5801900
2018-06-26,91.56356811523438,91.8954247921571,90.39099697905587,90.73022987420528,4592800
2018-06-27,92.92047119140625,93.96766880211524,92.22725317730672,92.29362786817364,6339500
2018-06-28,92.66975402832031,93.55470881733461,92.18302495587871,93.31872049850378,3814800
2018-06-29,93.23762512207031,94.19633110091053,92.72877288122669,92.72877288122669,5669700
2018-07-02,91.62994384765625,92.39690743309916,91.12109165481279,92.38953121433735,5073500
2018-07-03,91.98391723632812,93.42934647321741,91.85117344791963,92.52226298135847,3919600
2018-07-05,91.43083953857422,93.10488126470472,91.31284253292976,93.00163669796929,5926900
2018-07-06,91.54881286621094,91.8290472597495,90.84822406916163,91.09158299910568,4020000
2018-07-09,92.91313171386719,93.12699705015102,91.95443143643669,92.18304358407512,4602200
2018-07-10,94.09306335449219,94.77152913144339,93.47359606938176,93.9013266956185,5092100
2018-07-11,91.09156799316406,93.42195737357731,90.68596609247014,93.09010076151822,6631800
2018-07-12,91.63731384277344,92.14616037465169,91.14320849460489,91.77005763943863,3745200
2018-07-13,91.4750747680664,92.09454209510855,91.17271169671994,91.5930661333289,3352800
2018-07-16,90.69336700439453,91.35708040923704,89.88215172930899,90.71549003436843,4317800
2018-07-17,89.9042739868164,90.67860811282212,89.82315246508162,90.23613066561799,4135200
2018-07-18,89.62403869628906,89.72728325188307,88.25235459893294,89.41017336644254,6061300
2018-07-19,89.72728729248047,90.07389644175726,89.24056374082008,89.30693283251654,4471400
2018-07-20,90.16974639892578,90.22874488600932,89.2405455461843,89.41753538102952,5394700
2018-07-23,89.4765396118164,90.75972584302441,89.3511720385203,90.22875067799882,5359400
2018-07-24,91.3349609375,91.56357871775172,89.86740841919233,89.87478463827311,4423500
2018-07-25,92.1092758178711,92.35264034393734,90.90720562170424,91.16532258193486,4278800
2018-07-26,91.40869903564453,92.4632732247127,91.2980838901948,91.96179726851791,5544100
2018-07-27,92.89837646484375,93.6874630211969,90.02964085917812,90.55323982401003,7580900
2018-07-30,94.27006530761719,94.69779596324469,93.08274730316516,93.4809787108453,5729300
2018-07-31,93.1196060180664,94.80102919174531,93.01636147578861,94.39542161393571,5894400
2018-08-01,92.47064208984375,92.86149724310138,91.99866541876975,92.41164359935807,4661000
2018-08-02,91.26858520507812,92.04291936002923,90.92935229532722,91.7700611643634,4639600
2018-08-03,91.48246002197266,91.62995064971935,90.9514847598337,91.556205335846,5299400
2018-08-06,91.66680908203125,92.13878575478397,91.10633467323527,91.75530119166879,4455900
2018-08-07,92.31578826904297,92.69926725837756,91.99867837104443,92.58127588720019,4542000
2018-08-08,91.35708618164062,92.02818147408615,90.94410792561676,91.82906293892697,5957200
2018-08-09,90.36148071289062,91.71841766431393,90.16236786952126,91.4160546644363,5218300
2018-08-10,90.9588394165039,91.09158320878159,89.60190787447067,90.09600757990195,6128000
2018-08-13,90.29512786865234,91.20958199666093,90.1623840737474,90.936718188688,4360000
2018-08-14,90.39837646484375,91.1874630514413,89.97064581473133,90.64911162955411,3622200
2018-08-15,86.97655487060547,89.77154567750135,86.60044644371263,89.74941701887839,9476700
2018-08-16,87.6019515991211,88.08589458813432,87.24457245979804,87.63172798707836,5455200
2018-08-17,87.7061767578125,88.28691282772442,87.17755220151,87.96676272760014,6112900
2018-08-20,87.6689682006836,88.09335278768948,87.35626496401598,87.8551018911309,5403600
2018-08-21,87.81043243408203,88.54752026456269,87.69875108271235,88.13802386965705,4875800
2018-08-22,88.54005432128906,88.94210369171044,88.16778701686351,88.25713321485102,3636900
2018-08-23,87.92953491210938,88.46560073167372,87.63171993675716,88.14545062723103,3962500
2018-08-24,88.6070785522461,89.00168104469874,88.39116280196369,88.52517927867866,4415400
2018-08-27,89.60476684570312,89.70156001031394,88.72621550740901,88.86767894470171,3901900
2018-08-28,89.23992156982422,90.34182964571868,89.15802230576266,89.79087560777145,4685700
2018-08-29,89.5079574584961,89.9621240541258,89.25481272109413,89.34415892494458,4101700
2018-08-30,89.20268249511719,89.6642959604076,89.00910760223383,89.40371000433552,3353000
2018-08-31,88.19757080078125,88.89743516444476,87.92209094521513,88.89743516444476,5287000
2018-09-04,88.5028305053711,89.0686727150908,88.11566932993314,88.54750076394153,4590900
2018-09-05,88.54005432128906,88.5549481944611,87.30412982437734,87.89975410324925,4619400
2018-09-06,85.79271697998047,88.23478934628285,85.72570591803984,87.77317588959,8191100
2018-09-07,85.32366180419922,85.88206273967218,84.42277564327793,85.26409767446523,6637800
2018-09-10,85.23432159423828,86.15754288701875,85.15986359163095,85.94162717622328,5870900
2018-09-11,85.6363754272461,86.17244129964868,84.69826583089032,85.13009162334907,5605300
2018-09-12,86.20965576171875,87.47536221776109,86.18732063419472,86.67871048076667,5067800
2018-09-13,86.58938598632812,86.75317884524887,85.68105276335959,86.37347024641356,6297700
2018-09-14,87.39347839355469,87.56472386872048,86.62660858464226,86.68617272212157,4947800
2018-09-17,87.4902572631836,88.36136133039149,87.31901181595615,87.56470958271157,5560200
2018-09-18,87.95186614990234,88.52516094615171,87.84019050939085,88.22734598397588,4966300
2018-09-19,88.97933197021484,89.37393440083909,87.9444293267613,88.10078091170591,4855300
2018-09-20,88.9123306274414,90.32694766354783,88.68152669304179,89.48562551529372,5846700
2018-09-21,90.18548583984375,90.28227898591696,88.90489093196922,89.2771582806226,13703600
2018-09-24,91.29483795166016,91.5628708716436,90.51307432165036,90.76621904845625,6534100
2018-09-25,91.85323333740234,92.50097478769293,91.53308324023814,91.9500207880434,5396400
2018-09-26,90.7959976196289,91.89046445583932,90.63964602593434,91.57031433150803,4231400
2018-09-27,91.18315887451172,91.57776132747351,90.61731095386062,90.95235495229221,4533400
2018-09-28,91.04170227050781,91.73411976920369,90.65454672559191,90.82578652571567,5202900
2018-10-01,92.61267852783203,92.97749897046633,91.6596749419754,91.6596749419754,5348200
2018-10-02,92.87325286865234,93.63268141078545,92.56054967146751,93.11895067230415,5445400
2018-10-03,93.29765319824219,93.69225573012086,92.90305066636351,93.16363670813719,4479500
2018-10-04,93.02958679199219,93.50608843441147,92.46374464183657,92.9104642215612,4824300
2018-10-05,93.3125228881836,93.73690738345584,92.87324451989929,93.01470791177277,4318000
2018-10-08,92.94770050048828,93.4093140161024,92.1957246138947,92.35952314138191,6267700
2018-10-09,94.42189025878906,94.88350381689338,93.11895453610727,93.44655162123607,6797900
2018-10-10,91.27994537353516,95.00261855908184,91.17571097876773,94.72714437877443,6504400
2018-10-11,88.17523193359375,91.15337030077706,87.51259660132331,91.15337030077706,8589900
2018-10-12,87.683837890625,89.1059017120793,86.50003059579396,88.9942203853117,7450700
2018-10-15,87.06587982177734,88.49538492136193,87.04354469215076,87.6317220401452,6047300
2018-10-16,87.4902572631836,87.61682677441594,86.61914751562782,87.17754843260948,4846100
2018-10-17,87.32645416259766,87.62426910540587,86.38089214520764,87.26689003796649,6978700
2018-10-18,87.46049499511719,87.95933189724408,86.4032570496201,87.42326598675284,7391600
2018-10-19,87.95933532714844,88.79321629602347,87.38604606628705,87.38604606628705,7944400
2018-10-22,87.26689147949219,88.21989476794269,86.72338445421073,87.9295267560038,5644900
2018-10-23,84.43023681640625,86.15755710752016,83.42511609913872,86.15755710752016,8095300
2018-10-24,82.0551528930664,85.01095599493169,81.95091850945359,84.66847078015418,8035200
2018-10-25,83.0751724243164,84.4302251755133,82.21895649419596,82.91137390268575,5734000
2018-10-26,83.0379638671875,83.73782838452712,81.64568745122418,82.36788142296336,8035500
2018-10-29,81.10216522216797,83.44000372931313,80.06726244201417,83.41766859713483,8598300
2018-10-30,82.53166198730469,82.7550246467874,80.52142077335374,81.61588758019198,7523800
2018-10-31,83.12730407714844,83.76015746414099,82.68058437340953,83.17197434341756,7429800
2018-11-01,82.7699203491211,83.38043856936753,81.97326845586844,83.21664002826624,10572000
2018-11-02,85.42047119140625,87.19246178560795,84.2217698340392,85.50981172266148,9890400
2018-11-05,88.55494689941406,89.09845397493196,86.81273298639991,86.82762685935415,8758700
2018-11-06,88.52517700195312,88.91977948425725,87.74341329449666,88.4209425983388,5273200
2018-11-07,89.99190521240234,90.1780388749478,88.6145115652871,89.34415802181866,4848800
2018-11-08,88.86766052246094,90.73644417370562,88.56984551216854,89.82811094847078,9532400
2018-11-09,88.97933197021484,89.61963218304415,87.386028374667,88.01888165097088,6565700
2018-11-12,87.40093231201172,90.36418306428668,87.23713376103456,90.0142508290808,10550800
2018-11-13,85.88204956054688,87.76572085162577,85.65124569368102,87.33389517819083,6846200
2018-11-14,86.1575698852539,87.698756728392,85.5768336371656,87.02122731872242,6783500
2018-11-15,87.92430877685547,88.02204789406095,84.74415093010047,85.45085522309655,7218100
2018-11-16,89.5106201171875,89.66849974645541,88.16487767434616,88.33779673641844,6706900
2018-11-19,89.78128814697266,89.8264007173603,88.63853769741635,88.81897077137492,5328300
2018-11-20,87.28526306152344,89.84142181687494,86.48834517209684,89.6459493349137,7983500
2018-11-21,88.39041900634766,89.60835489078676,87.72130767547571,87.72130767547571,5624400
2018-11-23,85.40573120117188,86.62366712527546,84.28553438116566,86.23272218061177,5577800
2018-11-26,86.4432373046875,86.78906970039174,85.7214936470247,86.15754543390256,6953000
2018-11-27,86.61614990234375,86.95446831448734,85.8718585730088,86.11995759474146,6339200
2018-11-28,88.81897735595703,88.92423046822447,86.00720499020755,86.44325687580942,6841700
2018-11-29,89.35273742675781,90.01433478677235,88.51822674645788,88.67610637031696,6656900
2018-11-30,89.42040252685547,89.6233889738735,88.48815275337101,88.7512911930952,6712500
2018-12-03,90.7210464477539,92.04423562461595,90.26244120581644,90.7962264125596,8237600
2018-12-04,88.14231872558594,91.03678988544826,88.01451223409013,90.66840410695808,8288100
