Date,Close,High,Low,Open,Volume
2018-01-02,15.795066833496094,15.803641984575606,15.537818843282048,15.657867687309558,3790700
2018-01-03,15.837936401367188,16.14663520933514,15.709312443227995,15.846511549982116,4049700
2018-01-04,15.85509204864502,16.275264659302856,15.777917320611651,15.820793078154033,4480500
2018-01-05,16.01801109313965,16.035161390200276,15.692161991157128,15.915110946318235,2765500
2018-01-08,16.035167694091797,16.15521654962619,15.876529837229356,16.018017390288886,3789300
2018-01-09,15.829370498657227,15.992295146420105,15.614996564695714,15.966571321092447,4521200
2018-01-10,15.7350435256958,15.8679542879827,15.606419521480788,15.76934249689976,2610800
2018-01-11,15.897966384887695,15.93226535231231,15.640716769260624,15.837940329694774,3591900
2018-01-12,15.923694610595703,15.96657037617657,15.81222089117189,15.906544304363354,2015200
2018-01-16,15.417769432067871,15.975141206515945,15.392045612589664,15.975141206515945,3053200
2018-01-17,15.81221866607666,15.94084267363285,15.443495311684057,15.52067004332637,4217000
2018-01-18,16.11233901977539,16.13806283449917,15.902251931456203,15.93226413899571,8061900
2018-01-19,16.71258544921875,16.7683231091695,16.099476096388624,16.12948830508302,7149300
2018-01-22,16.49820899963379,16.94410693799908,16.481058701494558,16.74688341602528,4690700
2018-01-23,16.489635467529297,16.678285494474856,16.412460753877497,16.481060317618805,4096300
2018-01-24,16.704011917114258,16.969836699222054,16.48106289125427,16.523938647502074,5249700
2018-01-25,16.909807205200195,16.939819410705162,16.59253485113554,16.772608084165338,3372600
2018-01-26,16.969837188720703,17.06416058410092,16.798337429868266,16.952686885726877,2234800
2018-01-29,16.772607803344727,16.94410751953818,16.64827222642411,16.892658258897146,2450900
2018-01-30,16.429616928100586,16.72974074010643,16.322429969208727,16.6954401282003,3917400
2018-01-31,16.721158981323242,16.738309280500964,16.403884988705567,16.438185587061014,2919600
2018-02-01,16.841215133666992,17.021290082315403,16.66114182056184,16.695440798301426,4312700
2018-02-02,16.421035766601562,16.798334181798,16.335285903755654,16.66113505546159,3360600
2018-02-05,15.88939380645752,16.459627520991074,15.743619491332478,16.28384099118232,3691400
2018-02-06,16.009441375732422,16.16379083055565,15.26341955593445,15.580693617020298,5663500
2018-02-07,15.88939380645752,16.515365192064984,15.880818654327454,15.923692779434747,5851800
2018-02-08,14.971874237060547,15.979432672624336,14.95472556595874,15.889396016052615,4777900
2018-02-09,15.332019805908203,15.494944419333052,14.843247601176632,15.049046338140295,5662600
2018-02-12,15.400618553161621,15.460644612634326,14.92899667753344,15.392045037351265,4424100
2018-02-13,15.649293899536133,15.722180236747317,15.297720852362595,15.357745279605448,2400000
2018-02-14,15.657869338989258,15.777918195680193,15.477794418409848,15.537820482298322,1754700
2018-02-15,16.026586532592773,16.052310343108317,15.580688614176392,15.769336978640686,1950900
2018-02-16,16.146635055541992,16.300984458055826,15.949411545904251,15.98371050449491,1548300
2018-02-20,16.189510345458984,16.288123743024823,16.069461528307485,16.103762124946467,2945600
2018-02-21,16.009441375732422,16.326715436818272,15.94941695119959,16.249540709406656,2487200
2018-02-22,16.05231285095215,16.2838369950172,15.923688871652443,16.060888000977815,3585500
2018-02-23,16.309566497802734,16.335290318729122,16.035168170967687,16.12091642144636,4884700
2018-02-26,16.275264739990234,16.489638622136184,15.812218005037302,16.40388874216922,3358000
2018-02-27,16.275264739990234,16.54966304745018,16.223815466227226,16.3009901946432,4245500
2018-02-28,16.249540328979492,16.416751689275678,16.18951427030906,16.37816432647326,3852500
2018-03-01,16.37816619873047,16.553952730360184,16.120916538792777,16.29241631208457,3240000
2018-03-02,16.798336029052734,16.824061481398225,16.172364741864122,16.2666881293787,2934000
2018-03-05,17.07273292541504,17.20135690561132,16.721159949625303,16.789759514766164,4934500
2018-03-06,17.55293083190918,17.604381735207923,16.98269722246133,17.26995740593702,8881700
2018-03-07,17.655834197998047,17.801608512638627,17.33856011241219,17.621533589591778,4276900
2018-03-08,17.8444766998291,17.904501109023837,17.61295421229834,17.81017773837889,5226200
2018-03-09,17.741579055786133,17.977389947353522,17.66440434428516,17.89592847878808,4891300
2018-03-12,17.544355392456055,17.81875529890261,17.475755824730093,17.707279979133727,5421700
2018-03-13,17.544355392456055,17.681556163450683,17.278532271960792,17.655830712224933,8115400
2018-03-14,17.398584365844727,17.681557813565387,17.26567197542182,17.57865763460203,5061000
2018-03-15,17.741579055786133,17.78445316860109,17.407154760767728,17.475754322597197,5541200
2018-03-16,17.518627166748047,17.79302536857668,17.45002761629089,17.741576114619384,4212200
2018-03-19,17.08988380432129,17.475755757977378,16.969834970145087,17.475755757977378,4342900
2018-03-20,16.995561599731445,17.244236095176095,16.87979950380476,17.149911060967025,3759900
2018-03-21,17.278535842895508,17.40715985452142,16.969838542101925,17.029862971824482,4039700
2018-03-22,17.450037002563477,17.63011030604553,17.08131360719374,17.11561258310039,6223200
2018-03-23,17.312835693359375,17.651545194179597,17.23566096265528,17.424309395741417,4377800
2018-03-26,17.75873374938965,17.878784250010106,17.274249895017178,17.347136238658955,4057000
2018-03-27,17.88735580444336,18.136028637159104,17.66011839555885,17.75873017711361,4796000
2018-03-28,18.118877410888672,18.38041377431762,17.844479139600175,18.290377148215338,4717600
2018-03-29,17.86162757873535,18.16175127000396,17.754440662963884,18.136025821423498,4904700
2018-04-02,17.450037002563477,17.930234114058795,17.158488347412668,17.844484220977407,3415600
2018-04-03,17.818756103515625,17.870205372747634,17.227083782947815,17.52720751862962,4979900
2018-04-04,17.672983169555664,17.750157897107314,17.458609289810614,17.64725771519081,5006900
2018-04-05,17.338558197021484,17.955955995786127,17.192783898484596,17.750157274712198,4761300
2018-04-06,16.875507354736328,17.34712910403445,16.79833264877228,17.312830143351793,14214500
2018-04-09,17.86162757873535,18.303237148340177,16.95268299094523,17.03843285067091,11306700
2018-04-10,18.28180694580078,18.28180694580078,17.69013449098348,18.033134058470303,9086800
2018-04-11,18.410425186157227,18.496175051109034,18.19176458429562,18.221776791697355,8343100
2018-04-12,18.401851654052734,19.002099125948284,18.290377964694134,18.487601526543926,9270000
2018-04-13,18.564775466918945,18.73627520468363,18.307527495814632,18.43615148136679,8445400
2018-04-16,18.856327056884766,19.07927609743455,18.650528319964113,18.736278202566794,8280200
2018-04-17,19.165027618408203,19.25935102534595,18.80916614762539,19.010678143637012,5408800
2018-04-18,19.156448364257812,19.353671923996362,19.13072291212301,19.190747331561457,4540300
2018-04-19,18.967802047729492,19.18217593254064,18.710552404630345,19.079275748192394,3833100
2018-04-20,18.761999130249023,18.99352328692323,18.689112804375323,18.94207401950987,5551200
2018-04-23,19.147871017456055,19.147871017456055,18.787722906588375,18.83917216941445,4724800
2018-04-24,19.104999542236328,19.542322425496746,19.03211157725486,19.285072804762077,4562900
2018-04-25,19.27650260925293,19.379402811107873,19.02782971104692,19.165028889824697,3413300
2018-04-26,19.37939453125,19.70524203274287,19.173595851010944,19.31937012062309,5803000
2018-04-27,19.499448776245117,19.726684575550134,19.169312790427785,19.430849197084566,3587200
2018-04-30,19.59377098083496,19.730970119339297,19.516596260983427,19.610921282033686,4032800
2018-05-01,19.59377098083496,19.688094366342476,19.28507210142883,19.688094366342476,4012800
2018-05-02,19.713823318481445,20.082546682010047,19.61949828068305,19.636648584926945,5348600
2018-05-03,19.842445373535156,20.0396705818152,19.379398653389497,19.722396526746074,5485300
2018-05-04,19.730976104736328,20.914319442189445,19.568051465010665,20.57989664508072,9115100
2018-05-07,20.40839195251465,20.614192308835026,19.75669682115722,19.75669682115722,7160500
2018-05-08,19.86817169189453,20.528443649050825,19.709535475228623,20.42554346479489,6072700
2018-05-09,19.713823318481445,19.996796796333598,19.379400563440637,19.89389824195629,4587000
2018-05-10,19.645219802856445,19.730969671360445,19.422270798963126,19.430845949367797,4681600
2018-05-11,19.670948028564453,19.876746760675367,19.55947269312337,19.688096696249826,4052100
2018-05-14,19.808143615722656,20.035379368170773,19.696668300359043,19.790993315583233,2878600
2018-05-15,19.842445373535156,19.893896281195797,19.675234012495256,19.748121980576393,4516900
2018-05-16,19.790996551513672,20.108270613798396,19.69238476290241,19.876746430688698,3837100
2018-05-17,19.619497299194336,19.85102148827556,19.40512341349904,19.77384675858182,4051500
2018-05-18,19.730976104736328,19.756701564338243,19.54232764095199,19.54232764095199,3841200
2018-05-21,19.730976104736328,19.868175284860072,19.499451874948793,19.81672600119948,3340400
2018-05-22,19.91104507446289,20.091119981331246,19.833870348025435,19.833870348025435,2017800
2018-05-23,19.919618606567383,19.96249435973784,19.78670786059584,19.876744488939675,3508500
2018-05-24,20.648494720458984,20.785693890518395,20.19402144742273,20.23689721028075,6064400
2018-05-25,20.53702163696289,20.712808181205585,20.421259527016264,20.597046071258955,3174000
2018-05-29,20.588462829589844,20.717086800482118,20.45983885869757,20.53701356834144,2998300
2018-05-30,20.811420440673828,21.06009333613127,20.63134549830384,20.63134549830384,4846900
2018-05-31,21.034366607666016,21.175852524126743,20.802842414683393,20.931466421159413,10162400
2018-06-01,20.871440887451172,21.09010152331497,20.845715433302477,21.034365492640465,4055800
2018-06-04,20.811420440673828,21.137268077783666,20.63134549830384,21.008644053544078,3801000
2018-06-05,20.905744552612305,21.12869363201061,20.75139669968418,20.819996290611098,3647500
2018-06-06,21.10297203063965,21.19729545588577,20.8971732361798,20.905746754848455,4563100
2018-06-07,21.1544132232666,21.274462065198875,21.120112619547207,21.145838072336755,3776400
2018-06-08,21.060089111328125,21.205863412367822,20.81141626575622,21.085814565232617,2348700
2018-06-11,20.657068252563477,21.158702372077613,20.609905734890937,21.06009057855457,3832700
2018-06-12,20.751394271850586,20.897168589958163,20.592756407513207,20.648494079727506,4105600
2018-06-13,20.9143123626709,21.128686213491363,20.734239113042197,20.854287946127997,9875100
2018-06-14,20.588462829589844,21.27445843137699,20.562737381194378,20.974334742266667,4273900
2018-06-15,20.36551856994629,20.511292873552886,20.17258175112243,20.459843600380825,5565400
2018-06-18,20.16829490661621,20.476992179866723,20.125419149537738,20.254044785230256,4715100
2018-06-19,20.116840362548828,20.219740525397853,19.77384254562309,20.048240799163683,6467400
2018-06-20,20.279766082763672,20.459840969020636,20.168292399303795,20.236891966558186,5305600
2018-06-21,20.63991928100586,20.674219890815515,20.29692136062478,20.391246402058236,3552300
2018-06-22,20.279766082763672,20.75138953873748,20.15971724895416,20.63133906938527,9068700
2018-06-25,20.005367279052734,20.374090556518556,19.911042263270506,20.28834069085677,4497500
2018-06-26,20.442689895629883,20.52843976034238,20.00108030034308,20.03109250766106,5392300
2018-06-27,20.36551856994629,20.65706717715948,20.275481933009456,20.356943418493795,3388600
2018-06-28,20.15114402770996,20.588466924150936,20.14256887653941,20.32264378003527,4137800
2018-06-29,20.28834342956543,20.6013290912694,20.15114428020322,20.21116870360633,3085500
2018-07-02,20.588462829589844,20.588462829589844,20.005365750299507,20.13398972119178,3306800
2018-07-03,19.55947494506836,20.502720469166132,19.503738906473686,20.485570163963253,3476000
2018-07-05,19.39655113220215,19.628073700479966,19.173602080620164,19.628073700479966,4288100
2018-07-06,19.645219802856445,19.760981880005442,19.353671231268464,19.405120498153785,3452300
2018-07-09,19.473724365234375,19.94534792835952,19.370825808745916,19.679524749297425,3806700
2018-07-10,19.730976104736328,19.83387467205752,19.448002591288198,19.448002591288198,4119900
2018-07-11,19.61092758178711,19.808151202299754,19.542327990498222,19.70525099759479,2321300
2018-07-12,19.88532257080078,19.92819669474842,19.465149941050594,19.585198796538364,2422100
2018-07-13,20.099695205688477,20.103981963598184,19.730971874823855,19.816721752904005,2506200
2018-07-16,20.331220626831055,20.374096389708786,20.04824713401051,20.09112289688824,2937800
2018-07-17,20.228317260742188,20.588465405627968,20.159717691980262,20.356941247727953,2562500
2018-07-18,20.194021224975586,20.39982161334083,20.142571945655824,20.27119596172678,2991300
2018-07-19,19.919618606567383,20.262616454217294,19.756695651147893,20.159717917693694,3197200
2018-07-20,19.876741409301758,20.082540086005924,19.63664213537565,19.868166259996272,2537600
2018-07-23,19.628074645996094,20.0739727706397,19.57662536562741,19.97964772701117,2341900
2018-07-24,19.25077247619629,19.59377031072658,19.10499819207808,19.585195160420486,3485500
2018-07-25,19.130727767944336,19.482300858643576,19.027829204372605,19.310802707509634,2846900
2018-07-26,19.336523056030273,19.53374826593231,19.12214917897653,19.14787463301842,2166000
2018-07-27,19.165027618408203,19.45228786880994,19.147877313312932,19.370826372922085,1993700
2018-07-30,19.010677337646484,19.242201539987402,18.933502603532844,19.21647608343517,1528100
2018-07-31,19.37939453125,19.43941894187691,18.98494583413492,19.044970244761828,3363900
2018-08-01,19.4822940826416,19.525169832170153,19.173596863749076,19.362245255046876,2706600
2018-08-02,19.3450927734375,19.508017332185656,19.122143807661715,19.370818220253238,3094200
2018-08-03,19.39655113220215,19.602349879306352,19.259350331922956,19.345100218768806,3921900
2018-08-06,19.893898010253906,20.36551992266688,19.40512415825377,19.422274462297917,5380900
2018-08-07,20.12541961669922,20.305494529523,19.542324026782964,19.833871003969623,4320000
2018-08-08,20.005367279052734,20.082541994594077,19.868168148210938,19.98821697881185,3454200
2018-08-09,20.031095504760742,20.228319078228697,19.953920778526694,19.988219748218004,3569300
2018-08-10,19.533750534057617,20.086833958063934,19.396551367656027,19.919622576233436,5373600
2018-08-13,18.950653076171875,19.542325497782468,18.736279176295593,19.47372427970072,8113400
2018-08-14,19.21646499633789,19.24647719389485,19.019241516522985,19.182166042933694,4114500
2018-08-15,18.91634750366211,19.327946526437643,18.83059763910293,19.285070776386736,6609800
2018-08-16,19.25077247619629,19.379396459702313,18.899199491359905,18.950648757653777,5167200
2018-08-17,19.225048065185547,19.508021498422266,19.1350114354154,19.225048065185547,3329800
2018-08-20,19.302228927612305,19.396553980548493,19.130729128736192,19.225054181672384,2224200
2018-08-21,19.147871017456055,19.40511896712901,19.139295867727945,19.336519404846715,2053000
2018-08-22,19.29364585876465,19.379395723023237,19.147871580187832,19.199320844525936,3217100
2018-08-23,19.27650260925293,19.51660198988565,19.259352303019902,19.293652915485957,3149800
2018-08-24,19.430849075317383,19.533749261184855,19.28507476607186,19.362249496586724,2519100
2018-08-27,19.54232406616211,19.87674680209638,19.47372285310591,19.47372285310591,2964300
2018-08-28,19.636648178100586,19.765272186178947,19.54232477779939,19.55947344614497,3041400
2018-08-29,19.705245971679688,20.001082962537314,19.430847676510705,19.713821122846575,4622800
