symbol,underlying,strike,expiration,option_type,bid,ask,last,volume,open_interest,delta,gamma,theta,vega,implied_volatility,mid_price,days_to_expiration,underlying_price,moneyness
SPY250729P00647000,SPY,647.0,2025-07-29,P,10.45,10.78,10.87,42,2,-0.5620287212428191,3.126822929760895e-05,-0.0,0.0,1.0000000000000003e-05,10.614999999999998,0,635.18017578125,0.9817313381472179
SPY250729P00648000,SPY,648.0,2025-07-29,P,11.45,11.77,12.24,7,4,-0.5672765760412366,3.1244368322994054e-05,-0.0,0.0,1.0000000000000003e-05,11.61,0,635.18017578125,0.9802163206500771
SPY250729P00649000,SPY,649.0,2025-07-29,P,12.49,12.75,13.45,24,4,-0.5725244308396542,3.121859103830962e-05,-0.0,0.0,1.0000000000000003e-05,12.620000000000001,0,635.18017578125,0.9787059719279662
SPY250729P00650000,SPY,650.0,2025-07-29,P,13.47,13.69,14.4,16,7,-0.5777722856380717,3.119090221771305e-05,-0.0,0.0,1.0000000000000003e-05,13.58,0,635.18017578125,0.9772002704326923
SPY250729P00655000,SPY,655.0,2025-07-29,P,18.46,18.74,17.47,3,0,-0.6040115596301595,3.102397665655893e-05,-0.0,0.0,1.0000000000000003e-05,18.6,0,635.18017578125,0.9697407263835878
SPY250729P00660000,SPY,660.0,2025-07-29,P,22.52,24.95,23.23,9,5,-0.6302508336222472,3.081017866606956e-05,-0.0,0.0,0.3789124609375,23.735,0,635.18017578125,0.9623942057291667
SPY250729P00720000,SPY,720.0,2025-07-29,P,82.48,84.89,84.75,36,0,-0.9451221215273,2.5129202981002872e-05,-0.0,0.0,0.9609378906249999,83.685,0,635.18017578125,0.8821946885850694
SPY250730C00540000,SPY,540.0,2025-07-30,C,95.1,97.61,96.0,5,5,0.9994917421878583,2.3718433973435308e-05,-5.71511055919103e-07,7.885632145549004e-06,1.3261752441406247,96.35499999999999,1,635.18017578125,0.8501524773436425
SPY250730C00545000,SPY,545.0,2025-07-30,C,90.08,92.61,93.04,1,2,0.9732524681957706,2.440937220196597e-05,-5.597913491373082e-07,8.115347341400147e-06,1.2622107202148438,91.345,1,635.18017578125,0.8580242595412688
SPY250730C00565000,SPY,565.0,2025-07-30,C,70.12,72.62,71.34,1,1,0.8682953722274196,2.6959463468268128e-05,-5.005993802424817e-07,8.963172357426004e-06,1.0219775463867187,71.37,1,635.18017578125,0.8895113883317741
SPY250730C00580000,SPY,580.0,2025-07-30,C,55.11,57.61,56.55,291,7,0.7895775502511565,2.8576765680384485e-05,-4.3390892925703954e-07,9.500874396574801e-06,0.835695002441406,56.36,1,635.18017578125,0.913126734924653
SPY250730C00595000,SPY,595.0,2025-07-30,C,40.1,42.63,42.95,3,9,0.7108597282748933,2.9871698630038175e-05,-3.524695961421107e-07,9.931398810857651e-06,0.649417568359375,41.365,1,635.18017578125,0.936742081517532
SPY250730P00596000,SPY,596.0,2025-07-30,P,0.02,0.03,0.02,32,19,-0.29438812652352425,2.9945236944548535e-05,-1.8596958132250613e-07,9.955847983913593e-06,0.34180345703125,0.025,1,635.18017578125,1.0657385499685403
SPY250730P00597000,SPY,597.0,2025-07-30,P,0.02,0.03,0.05,125,78,-0.2996359813219418,3.001709623044724e-05,-1.8215504159947113e-07,9.979738932846969e-06,0.33399103515625,0.025,1,635.18017578125,1.0639533932684255
SPY250730P00598000,SPY,598.0,2025-07-30,P,0.02,0.03,0.02,26,171,-0.30488383612035935,3.0087263542662287e-05,-1.7831007422457283e-07,1.0003067353829125e-05,0.32617861328125,0.025,1,635.18017578125,1.0621742069920568
SPY250730P00599000,SPY,599.0,2025-07-30,P,0.02,0.03,0.02,25,321,-0.3101316909187769,3.015572622035018e-05,-1.7443532646844334e-07,1.0025829037528422e-05,0.31836619140624994,0.025,1,635.18017578125,1.0604009612374792
SPY250730C00600000,SPY,600.0,2025-07-30,C,35.13,37.64,35.86,8,13,0.6846204542828056,3.0222471890702007e-05,-3.2322726581211136e-07,1.0048019870375652e-05,0.5886271606445312,36.385000000000005,1,635.18017578125,0.9446138637151583
SPY250730P00600000,SPY,600.0,2025-07-30,P,0.02,0.03,0.01,257,2301,-0.31537954571719445,3.0222471890702007e-05,-1.7053145441558908e-07,1.0048019870375652e-05,0.31055376953124997,0.025,1,635.18017578125,1.0586336263020832
SPY250730C00601000,SPY,601.0,2025-07-30,C,34.15,36.64,37.1,10,10,0.679372599484388,3.028748847266886e-05,-3.17608178113095e-07,1.0069635835802619e-05,0.577152666015625,35.394999999999996,1,635.18017578125,0.9461882201546836
SPY250730P00601000,SPY,601.0,2025-07-30,P,0.02,0.03,0.02,928,229,-0.320627400515612,3.028748847266886e-05,-1.665991227804561e-07,1.0069635835802619e-05,0.30274134765625,0.025,1,635.18017578125,1.0568721726809485
SPY250730C00602000,SPY,602.0,2025-07-30,C,33.11,35.64,35.81,1,1,0.6741247446859705,3.0350764180605204e-05,-3.0979000206566647e-07,1.0090673015453436e-05,0.5617719604492188,34.375,1,635.18017578125,0.9477625765942088
SPY250730P00602000,SPY,602.0,2025-07-30,P,0.02,0.03,0.02,526,246,-0.3258752553140295,3.0350764180605204e-05,-1.6156196173839472e-07,1.0090673015453436e-05,0.2929758203124999,0.025,1,635.18017578125,1.0551165710651993
SPY250730P00603000,SPY,603.0,2025-07-30,P,0.02,0.03,0.02,18,201,-0.3311231101124471,3.041228752782853e-05,-1.5757255541107004e-07,1.0111127590368011e-05,0.28516339843749994,0.025,1,635.18017578125,1.0533667923403813
SPY250730P00604000,SPY,604.0,2025-07-30,P,0.02,0.03,0.03,16,140,-0.3363709649108646,3.0472047330093877e-05,-1.5355679611341798e-07,1.0130995842137205e-05,0.27735097656249996,0.025,1,635.18017578125,1.051622807584851
SPY250730C00605000,SPY,605.0,2025-07-30,C,30.13,32.64,32.9,1,15,0.6583811802907178,3.0530032708981656e-05,-2.907642559667036e-07,1.015027415402919e-05,0.5241746801757812,31.384999999999998,1,635.18017578125,0.9524856459127846
SPY250730P00605000,SPY,605.0,2025-07-30,P,0.02,0.03,0.01,1089,2523,-0.3416188197092822,3.0530032708981656e-05,-1.4951538155518992e-07,1.015027415402919e-05,0.2695385546875,0.025,1,635.18017578125,1.0498845880681817
SPY250730C00606000,SPY,606.0,2025-07-30,C,29.12,31.64,31.18,25,30,0.6531333254923003,3.058623309519744e-05,-2.837017088190635e-07,1.0168959012086508e-05,0.5105029418945313,30.380000000000003,1,635.18017578125,0.9540600023523099
SPY250730P00606000,SPY,606.0,2025-07-30,P,0.02,0.03,0.02,1739,2594,-0.3468666745076997,3.058623309519744e-05,-1.454490170927394e-07,1.0168959012086508e-05,0.2617261328125,0.025,1,635.18017578125,1.0481521052495875
SPY250730C00607000,SPY,607.0,2025-07-30,C,28.15,30.64,29.38,26,24,0.6478854706938828,3.064063823178229e-05,-3.4686371042048884e-07,1.0187047006193408e-05,0.62305064453125,29.395,1,635.18017578125,0.9556343587918352
SPY250730P00607000,SPY,607.0,2025-07-30,P,0.02,0.03,0.02,274,259,-0.35211452930611725,3.064063823178229e-05,-1.4135841552443705e-07,1.0187047006193408e-05,0.25391371093750004,0.025,1,635.18017578125,1.0464253307763591
SPY250730C00608000,SPY,608.0,2025-07-30,C,27.11,29.64,29.49,1,1,0.6426376158954652,3.0693238177232154e-05,-3.391540409023791e-07,1.0204534831112968e-05,0.6081582153320313,28.375,1,635.18017578125,0.9572087152313604
SPY250730P00608000,SPY,608.0,2025-07-30,P,0.02,0.03,0.02,1334,812,-0.3573623841045348,3.0693238177232154e-05,-1.3724429688294505e-07,1.0204534831112968e-05,0.2461012890625,0.025,1,635.18017578125,1.0447042364823191
SPY250730C00609000,SPY,609.0,2025-07-30,C,26.13,28.65,28.62,9,9,0.6373897610970476,3.07440233085252e-05,-3.318054680279895e-07,1.0221419287493559e-05,0.5939982006835938,27.39,1,635.18017578125,0.9587830716708857
SPY250730P00609000,SPY,609.0,2025-07-30,P,0.02,0.03,0.02,1088,189,-0.36261023890295235,3.07440233085252e-05,-1.320163898452818e-07,1.0221419287493559e-05,0.23633576171874998,0.025,1,635.18017578125,1.042988794386289
SPY250730C00610000,SPY,610.0,2025-07-30,C,25.13,27.64,28.38,1,34,0.6321419062986301,3.0792984324055565e-05,-3.234554020771533e-07,1.0237697282844237e-05,0.57812921875,26.384999999999998,1,635.18017578125,0.9603574281104109
SPY250730P00610000,SPY,610.0,2025-07-30,P,0.02,0.03,0.03,3455,1851,-0.3678580937013699,3.0792984324055565e-05,-1.2785568757966205e-07,1.0237697282844237e-05,0.22852333984375,0.025,1,635.18017578125,1.0412789766905737
SPY250730C00611000,SPY,611.0,2025-07-30,C,24.11,26.64,24.59,3,32,0.6268940515002126,3.084011224647252e-05,-3.154003784122716e-07,1.0253365832478685e-05,0.5628705822753908,25.375,1,635.18017578125,0.9619317845499362
SPY250730P00611000,SPY,611.0,2025-07-30,P,0.03,0.04,0.03,1399,439,-0.37310594849978745,3.084011224647252e-05,-1.2805136763656754e-07,1.0253365832478685e-05,0.22852333984375,0.035,1,635.18017578125,1.03957475577946
SPY250730C00612000,SPY,612.0,2025-07-30,C,23.11,25.64,25.53,1,52,0.621646196701795,3.0885398425423614e-05,-3.073008985829059e-07,1.0268422060427198e-05,0.5476119458007813,24.375,1,635.18017578125,0.9635061409894615
SPY250730P00612000,SPY,612.0,2025-07-30,P,0.03,0.04,0.03,2050,1853,-0.378353803298205,3.0885398425423614e-05,-1.2385533942228717e-07,1.0268422060427198e-05,0.22071091796874998,0.035,1,635.18017578125,1.0378761042177287
SPY250730C00613000,SPY,613.0,2025-07-30,C,22.12,24.64,24.43,1,0,0.6163983419033775,3.092883454020072e-05,-2.990898166205145e-07,1.0282863200316438e-05,0.532231240234375,23.380000000000003,1,635.18017578125,0.9650804974289867
SPY250730P00613000,SPY,613.0,2025-07-30,P,0.03,0.04,0.02,77,1271,-0.38360165809662256,3.092883454020072e-05,-1.1963929837606402e-07,1.0282863200316438e-05,0.21289849609375,0.035,1,635.18017578125,1.0361829947491843
SPY250730C00614000,SPY,614.0,2025-07-30,C,21.13,23.64,22.11,2,28,0.6111504871049599,3.097041260228789e-05,-2.908370090580859e-07,1.0296686596216497e-05,0.5168505346679688,22.384999999999998,1,635.18017578125,0.966654853868512
SPY250730P00614000,SPY,614.0,2025-07-30,P,0.03,0.04,0.03,86,918,-0.3888495128950401,3.097041260228789e-05,-1.1430497041140225e-07,1.0296686596216497e-05,0.20313296874999998,0.035,1,635.18017578125,1.0344954002951954
SPY250730C00615000,SPY,615.0,2025-07-30,C,20.16,22.0,21.79,52,90,0.6059026323065424,3.1010124957809877e-05,-2.5262571331648716e-07,1.030988970345496e-05,0.44836977416992185,21.08,1,635.18017578125,0.9682292103080373
SPY250730P00615000,SPY,615.0,2025-07-30,P,0.03,0.04,0.04,2475,3501,-0.3940973676934576,3.1010124957809877e-05,-1.100497743653955e-07,1.030988970345496e-05,0.195320546875,0.035,1,635.18017578125,1.032813293953252
SPY250730C00616000,SPY,616.0,2025-07-30,C,19.16,21.64,20.04,151,152,0.6006547775081248,3.104796428988023e-05,-2.7393673460523573e-07,1.0322470089397568e-05,0.48560084716796875,20.4,1,635.18017578125,0.9698035667475625
SPY250730P00616000,SPY,616.0,2025-07-30,P,0.03,0.04,0.04,2078,1071,-0.3993452224918752,3.104796428988023e-05,-1.052260310195694e-07,1.0322470089397568e-05,0.186531572265625,0.035,1,635.18017578125,1.0311366489955358
SPY250730C00617000,SPY,617.0,2025-07-30,C,18.16,19.81,19.23,2,155,0.5954069227097073,3.108392362084804e-05,-2.273050021756826e-07,1.0334425434195198e-05,0.4024717956542969,18.985,1,635.18017578125,0.9713779231870878
SPY250730P00617000,SPY,617.0,2025-07-30,P,0.04,0.05,0.04,89,2857,-0.4045930772902927,3.108392362084804e-05,-1.0369331199367607e-07,1.0334425434195198e-05,0.18360191406249998,0.045,1,635.18017578125,1.029465438867504
SPY250730C00618000,SPY,618.0,2025-07-30,C,17.17,19.65,19.79,11,8,0.5901590679112897,3.1117996314442345e-05,-2.5709336882576254e-07,1.03457535314968e-05,0.4547173669433594,18.41,1,635.18017578125,0.9729522796266131
SPY250730P00618000,SPY,618.0,2025-07-30,P,0.04,0.05,0.04,426,3147,-0.40984093208871025,3.1117996314442345e-05,-9.883776337915019e-08,1.03457535314968e-05,0.174812939453125,0.045,1,635.18017578125,1.0277996371864886
SPY250730C00619000,SPY,619.0,2025-07-30,C,16.15,18.66,17.08,2,39,0.5849112131128722,3.115017607781326e-05,-2.4865412019171813e-07,1.0356452289128017e-05,0.43933666137695315,17.405,1,635.18017578125,0.9745266360661383
SPY250730P00619000,SPY,619.0,2025-07-30,P,0.05,0.06,0.05,438,772,-0.4150887868871278,3.115017607781326e-05,-9.672915089923533e-08,1.0356452289128017e-05,0.17090672851562502,0.055,1,635.18017578125,1.026139217740307
