symbol,underlying,strike,expiration,option_type,bid,ask,last,volume,open_interest,delta,gamma,theta,vega,implied_volatility,mid_price,days_to_expiration,underlying_price,moneyness
SPY250731C00543000,SPY,543.0,2025-07-31,C,90.8,93.6,93.23,1,34,0.9841062890120835,2.4122659102079704e-05,-6.707707460522041e-07,1.1343452636537294e-05,1.08203583984375,92.19999999999999,2,635.260009765625,0.8547681132963749
SPY250731C00544000,SPY,544.0,2025-07-31,C,89.8,92.6,87.55,1,7,0.9788590937186743,2.4260174255719278e-05,-6.682018244902704e-07,1.1408117838889806e-05,1.0717819848632817,91.19999999999999,2,635.260009765625,0.8563422718843977
SPY250731C00545000,SPY,545.0,2025-07-31,C,89.3,90.39,90.94,1,1874,0.973611898425265,2.4396961913410176e-05,-4.5491843460843905e-07,1.1472440943142679e-05,0.725588681640625,89.845,2,635.260009765625,0.8579164304724205
SPY250731C00546000,SPY,546.0,2025-07-31,C,87.82,90.6,79.86,1,7,0.9683647031318556,2.453300097819234e-05,-6.627870306207882e-07,1.1536412028649678e-05,1.0512742749023438,89.21,2,635.260009765625,0.8594905890604433
SPY250731C00547000,SPY,547.0,2025-07-31,C,86.8,89.6,77.36,1,12,0.9631175078384464,2.4668270374321647e-05,-6.60095960370098e-07,1.160002118474116e-05,1.041264559326172,88.19999999999999,2,635.260009765625,0.8610647476484661
SPY250731C00548000,SPY,548.0,2025-07-31,C,85.82,87.89,78.41,2,9,0.957870312545037,2.4802749052625e-05,-5.676785996451004e-07,1.1663258513242258e-05,0.8906260937499999,86.85499999999999,2,635.260009765625,0.8626389062364889
SPY250731C00549000,SPY,549.0,2025-07-31,C,86.08,86.41,82.36,1,577,0.9526231172516277,2.493641599587691e-05,-4.5371293788899064e-07,1.1726114131001165e-05,0.708010732421875,86.245,2,635.260009765625,0.8642130648245117
SPY250731C00550000,SPY,550.0,2025-07-31,C,85.06,85.35,88.73,3,2224,0.9473759219582185,2.5069250224195585e-05,-4.227856368177025e-07,1.1788578172426596e-05,0.6562534375000001,85.205,2,635.260009765625,0.8657872234125344
SPY250731C00551000,SPY,551.0,2025-07-31,C,82.8,85.6,83.73,3,66,0.9421287266648091,2.5201230800456724e-05,-6.477944552809061e-07,1.1850640792033572e-05,1.0002491394042967,84.19999999999999,2,635.260009765625,0.8673613820005572
SPY250731C00552000,SPY,552.0,2025-07-31,C,81.82,84.6,83.68,1,77,0.9368815313713998,2.5332336835722977e-05,-6.444860134576318e-07,1.1912292166996573e-05,0.9899903344726562,83.21,2,635.260009765625,0.86893554058858
SPY250731C00553000,SPY,553.0,2025-07-31,C,82.08,82.41,78.46,2,153,0.9316343360779906,2.5462547494687262e-05,-4.4283760431304316e-07,1.1973522499709203e-05,0.676761044921875,82.245,2,635.260009765625,0.8705096991766028
SPY250731C00554000,SPY,554.0,2025-07-31,C,79.82,82.6,81.19,2,70,0.9263871407845812,2.5591842001127844e-05,-6.377614457277585e-07,1.2034322020349395e-05,0.9697268652343749,81.21,2,635.260009765625,0.8720838577646256
SPY250731C00555000,SPY,555.0,2025-07-31,C,80.07,80.35,80.59,2,192,0.921139945491172,2.5720199643373337e-05,-4.092357787757044e-07,1.2094680989449274e-05,0.6191444335937502,80.21,2,635.260009765625,0.8736580163526484
SPY250731C00556000,SPY,556.0,2025-07-31,C,77.8,80.61,80.52,2,92,0.9158927501977626,2.584759977977554e-05,-6.314860095079228e-07,1.2154589700468706e-05,0.9506840869140624,79.205,2,635.260009765625,0.8752321749406712
SPY250731P00556000,SPY,556.0,2025-07-31,P,0.02,0.03,0.02,1071,1093,-0.08410724980223738,2.584759977977554e-05,-3.528826318432734e-07,1.2154589700468706e-05,0.5312546875,0.025,2,635.260009765625,1.1425539743986062
SPY250731C00557000,SPY,557.0,2025-07-31,C,76.8,79.61,79.54,2,73,0.9106455549043533,2.5974021844188153e-05,-6.277303044608099e-07,1.2214038482371615e-05,0.940430283203125,78.205,2,635.260009765625,0.876806333528694
SPY250731P00557000,SPY,557.0,2025-07-31,P,0.02,0.03,0.02,51,1589,-0.08935444509564666,2.5974021844188153e-05,-3.520012335438822e-07,1.2214038482371615e-05,0.5273484765625001,0.025,2,635.260009765625,1.140502710530745
SPY250731C00558000,SPY,558.0,2025-07-31,C,75.82,78.61,77.75,2,71,0.9053983596109441,2.60994453514494e-05,-6.238841035722667e-07,1.2273017702204127e-05,0.9301764794921875,77.215,2,635.260009765625,0.8783804921167168
SPY250731P00558000,SPY,558.0,2025-07-31,P,0.02,0.03,0.01,2,1540,-0.09460164038905594,2.60994453514494e-05,-3.484610640006034e-07,1.2273017702204127e-05,0.5195360546875,0.025,2,635.260009765625,1.1384587988631272
SPY250731C00559000,SPY,559.0,2025-07-31,C,74.8,77.61,76.88,4,54,0.9001511643175347,2.6223849902866424e-05,-6.201122418450298e-07,1.2331517767673568e-05,0.9201668139648438,76.205,2,635.260009765625,0.8799546507047395
SPY250731P00559000,SPY,559.0,2025-07-31,P,0.02,0.03,0.02,1,2317,-0.09984883568246528,2.6223849902866424e-05,-3.4485713278567134e-07,1.2331517767673568e-05,0.5117236328125,0.025,2,635.260009765625,1.1364221999385062
SPY250731C00560000,SPY,560.0,2025-07-31,C,75.09,75.42,77.89,1,558,0.8949039690241254,2.6347215191699553e-05,-4.2516313080032835e-07,1.2389529129727378e-05,0.6279334082031252,75.255,2,635.260009765625,0.8815288092927623
SPY250731P00560000,SPY,560.0,2025-07-31,P,0.02,0.03,0.02,955,6391,-0.10509603097587455,2.6347215191699553e-05,-3.4383462026197004e-07,1.2389529129727378e-05,0.507817421875,0.025,2,635.260009765625,1.1343928745814733
SPY250731C00561000,SPY,561.0,2025-07-31,C,74.07,74.52,76.7,1,705,0.8896567737307162,2.646952100864427e-05,-3.507449414745078e-07,1.2447042285130954e-05,0.51562984375,74.29499999999999,2,635.260009765625,0.8831029678807851
SPY250731P00561000,SPY,561.0,2025-07-31,P,0.02,0.03,0.02,309,735,-0.11034322626928383,2.646952100864427e-05,-3.4011651301353e-07,1.2447042285130954e-05,0.500005,0.025,2,635.260009765625,1.1323707838959447
SPY250731C00562000,SPY,562.0,2025-07-31,C,73.09,73.42,67.6,1,169,0.8844095784373068,2.6590747247308963e-05,-4.1841588520769207e-07,1.250404777904352e-05,0.6123085644531252,73.255,2,635.260009765625,0.8846771264688079
SPY250731P00562000,SPY,562.0,2025-07-31,P,0.02,0.03,0.01,1040,1348,-0.11559042156269317,2.6590747247308963e-05,-3.4434346934017956e-07,1.250404777904352e-05,0.5039112109375,0.025,2,635.260009765625,1.130355889262678
SPY250731C00563000,SPY,563.0,2025-07-31,C,72.09,73.44,65.69,1,875,0.8791623831438975,2.6710873909686238e-05,-4.967241730790191e-07,1.2560536207590955e-05,0.7236355761718749,72.765,2,635.260009765625,0.8862512850568307
SPY250731P00563000,SPY,563.0,2025-07-31,P,0.02,0.03,0.01,1,1359,-0.12083761685610245,2.6710873909686238e-05,-3.4053640931556885e-07,1.2560536207590955e-05,0.49609878906250005,0.025,2,635.260009765625,1.1283481523368117
SPY250731C00564000,SPY,564.0,2025-07-31,C,71.07,71.37,71.41,1,163,0.8739151878504883,2.6829881111615876e-05,-3.918793352895398e-07,1.2616498220434692e-05,0.56836369140625,71.22,2,635.260009765625,0.8878254436448535
SPY250731P00564000,SPY,564.0,2025-07-31,P,0.02,0.03,0.01,81,1362,-0.12608481214951178,2.6829881111615876e-05,-3.366670670516332e-07,1.2616498220434692e-05,0.48828636718750007,0.025,2,635.260009765625,1.1263475350454344
SPY250731C00565000,SPY,565.0,2025-07-31,C,70.09,70.42,69.9,12,2848,0.8686679925570789,2.6947749088237286e-05,-4.084790478185793e-07,1.267192452333569e-05,0.5898478515625001,70.255,2,635.260009765625,0.8893996022328763
SPY250731P00565000,SPY,565.0,2025-07-31,P,0.02,0.03,0.01,1052,11969,-0.13133200744292106,2.6947749088237286e-05,-3.3544098615106956e-07,1.267192452333569e-05,0.48438015625,0.025,2,635.260009765625,1.124353999585177
SPY250731C00566000,SPY,566.0,2025-07-31,C,69.09,69.4,69.4,2,160,0.8634207972636696,2.7064458199429364e-05,-3.97343208333975e-07,1.2726805880712482e-05,0.5712933496093751,69.245,2,635.260009765625,0.8909737608208991
SPY250731P00566000,SPY,566.0,2025-07-31,P,0.02,0.03,0.01,201,1439,-0.13657920273633034,2.7064458199429364e-05,-3.314601031055108e-07,1.2726805880712482e-05,0.476567734375,0.025,2,635.260009765625,1.1223675084198321
SPY250731C00567000,SPY,567.0,2025-07-31,C,68.09,68.42,70.63,2,323,0.8581736019702604,2.7179988935235716e-05,-4.010856771749342e-07,1.2781133118192312e-05,0.5742230078125,68.255,2,635.260009765625,0.8925479194089219
SPY250731P00567000,SPY,567.0,2025-07-31,P,0.02,0.03,0.01,1495,1812,-0.14182639802973968,2.7179988935235716e-05,-3.274181622565728e-07,1.2781133118192312e-05,0.4687553125,0.025,2,635.260009765625,1.1203880242779982
SPY250731C00568000,SPY,568.0,2025-07-31,C,66.48,67.59,62.18,2,110,0.852926406676851,2.7294321921273133e-05,-4.431864281287993e-07,1.283489712515444e-05,0.631839619140625,67.035,2,635.260009765625,0.8941220779969447
SPY250731P00568000,SPY,568.0,2025-07-31,P,0.02,0.03,0.02,16,1657,-0.14707359332314895,2.7294321921273133e-05,-3.2605554748303027e-07,1.283489712515444e-05,0.46484910156250003,0.025,2,635.260009765625,1.1184155101507482
SPY250731C00569000,SPY,569.0,2025-07-31,C,65.3,67.44,56.32,12,145,0.8476792113834417,2.740743792412125e-05,-3.741782180607965e-07,1.2888088857264582e-05,0.5312546875,66.37,2,635.260009765625,0.8956962365849674
SPY250731P00569000,SPY,569.0,2025-07-31,P,0.02,0.03,0.02,425,1154,-0.15232078861655823,2.740743792412125e-05,-3.2190430393876157e-07,1.2888088857264582e-05,0.45703667968750006,0.025,2,635.260009765625,1.1164499292893233
SPY250731C00570000,SPY,570.0,2025-07-31,C,65.08,65.38,65.46,6,10369,0.8424320160900325,2.7519317856691273e-05,-3.7432440660035787e-07,1.2940699338999476e-05,0.5293015820312501,65.22999999999999,2,635.260009765625,0.8972703951729902
SPY250731P00570000,SPY,570.0,2025-07-31,P,0.02,0.03,0.03,1287,15778,-0.15756798390996757,2.7519317856691273e-05,-3.176933707449646e-07,1.2940699338999476e-05,0.44922425781249997,0.025,2,635.260009765625,1.1144912452028508
SPY250731C00571000,SPY,571.0,2025-07-31,C,62.83,65.62,59.08,1,92,0.8371848207966232,2.762994278357175e-05,-5.672071732260164e-07,1.2992719666160707e-05,0.79883013671875,64.225,2,635.260009765625,0.898844553761013
SPY250731P00571000,SPY,571.0,2025-07-31,P,0.03,0.04,0.03,703,1896,-0.16281517920337685,2.762994278357175e-05,-3.245176555443623e-07,1.2992719666160707e-05,0.45703667968750006,0.035,2,635.260009765625,1.1125394216560858
SPY250731C00572000,SPY,572.0,2025-07-31,C,61.83,64.62,65.63,3,56,0.8319376255032138,2.7739293926349165e-05,-5.621425111517303e-07,1.3044141008376661e-05,0.7885763330078125,63.225,2,635.260009765625,0.9004187123490358
SPY250731P00572000,SPY,572.0,2025-07-31,P,0.03,0.04,0.03,1520,441,-0.16806237449678618,2.7739293926349165e-05,-3.216251431264114e-07,1.3044141008376661e-05,0.45117736328125,0.035,2,635.260009765625,1.1105944226671767
SPY250731C00573000,SPY,573.0,2025-07-31,C,60.84,63.62,62.4,3,73,0.8266904302098046,2.7847352668901467e-05,-5.569943692764506e-07,1.3094954611591745e-05,0.778322529296875,62.230000000000004,2,635.260009765625,0.9019928709370586
SPY250731P00573000,SPY,573.0,2025-07-31,P,0.03,0.04,0.02,96,1449,-0.17330956979019546,2.7847352668901467e-05,-3.172871998462608e-07,1.3094954611591745e-05,0.44336494140625,0.035,2,635.260009765625,1.1086562125054538
SPY250731C00574000,SPY,574.0,2025-07-31,C,61.1,61.43,62.62,6,264,0.8214432349163953,2.7954100562662256e-05,-3.767307576685601e-07,1.3145151800541831e-05,0.524418818359375,61.265,2,635.260009765625,0.9035670295250814
SPY250731P00574000,SPY,574.0,2025-07-31,P,0.03,0.04,0.03,47,2320,-0.17855676508360474,2.7954100562662256e-05,-3.1429426218179195e-07,1.3145151800541831e-05,0.437505625,0.035,2,635.260009765625,1.1067247556892421
SPY250731C00575000,SPY,575.0,2025-07-31,C,59.4,60.59,61.61,6,649,0.8161960396229859,2.8059519331853716e-05,-4.1300833357028617e-07,1.3194723981214994e-05,0.5727581787109376,59.995000000000005,2,635.260009765625,0.9051411881131042
SPY250731P00575000,SPY,575.0,2025-07-31,P,0.03,0.04,0.03,992,6788,-0.18380396037701408,2.8059519331853716e-05,-3.098460752992575e-07,1.3194723981214994e-05,0.42969320312500003,0.035,2,635.260009765625,1.1048000169836956
SPY250731C00576000,SPY,576.0,2025-07-31,C,58.4,59.41,61.19,1,270,0.8109488443295767,2.816359087868607e-05,-3.6188423358587184e-07,1.3243662643296498e-05,0.500005,58.905,2,635.260009765625,0.906715346701127
SPY250731P00576000,SPY,576.0,2025-07-31,P,0.03,0.04,0.04,806,885,-0.18905115567042335,2.816359087868607e-05,-3.067545349805223e-07,1.3243662643296498e-05,0.42383388671875,0.035,2,635.260009765625,1.1028819613986545
SPY250731C00577000,SPY,577.0,2025-07-31,C,58.09,58.44,47.89,2,104,0.8057016490361674,2.826629728852166e-05,-3.6710547249483574e-07,1.3291959362597165e-05,0.5053760400390624,58.265,2,635.260009765625,0.9082895052891498
SPY250731P00577000,SPY,577.0,2025-07-31,P,0.03,0.04,0.03,961,1694,-0.19429835096383263,2.826629728852166e-05,-3.0361699006058186e-07,1.3291959362597165e-05,0.41797457031249996,0.035,2,635.260009765625,1.1009705541865251
SPY250731C00578000,SPY,578.0,2025-07-31,C,57.09,57.44,58.58,7,413,0.800454453742758,2.8367620835001414e-05,-3.627261104678894e-07,1.3339605803464041e-05,0.4975636181640626,57.265,2,635.260009765625,0.9098636638771725
SPY250731P00578000,SPY,578.0,2025-07-31,P,0.03,0.04,0.01,680,1284,-0.19954554625724197,2.8367620835001414e-05,-2.9901004682145206e-07,1.3339605803464041e-05,0.4101621484375,0.035,2,635.260009765625,1.0990657608401817
SPY250731C00579000,SPY,579.0,2025-07-31,C,56.09,56.44,56.5,1,253,0.7952072584493488,2.8467543985131822e-05,-3.5793122884913913e-07,1.3386593721172505e-05,0.4892629199218751,56.265,2,635.260009765625,0.9114378224651953
SPY250731P00579000,SPY,579.0,2025-07-31,P,0.03,0.04,0.01,120,1462,-0.20479274155065125,2.8467543985131822e-05,-2.9577677686925446e-07,1.3386593721172505e-05,0.40430283203125,0.035,2,635.260009765625,1.0971675470908895
SPY250731C00580000,SPY,580.0,2025-07-31,C,55.11,55.44,55.21,9,1901,0.7899600631559394,2.8566049404330254e-05,-3.534346393561923e-07,1.3432914964298782e-05,0.481450498046875,55.275,2,635.260009765625,0.9130119810532181
SPY250731P00580000,SPY,580.0,2025-07-31,P,0.03,0.04,0.03,252,13994,-0.21003993684406058,2.8566049404330254e-05,-2.910651161235673e-07,1.3432914964298782e-05,0.39649041015625003,0.035,2,635.260009765625,1.09527587890625
SPY250731C00581000,SPY,581.0,2025-07-31,C,54.11,54.44,56.85,1,191,0.7847128678625301,2.8663119961426673e-05,-3.488810317115104e-07,1.3478561477071934e-05,0.47363807617187503,54.275,2,635.260009765625,0.9145861396412409
SPY250731P00581000,SPY,581.0,2025-07-31,P,0.03,0.04,0.03,696,3195,-0.21528713213746986,2.8663119961426673e-05,-2.8773822431590297e-07,1.3478561477071934e-05,0.39063109375,0.035,2,635.260009765625,1.093390722488167
SPY250731C00582000,SPY,582.0,2025-07-31,C,53.11,53.44,54.09,2,182,0.7794656725691209,2.8758738733619698e-05,-3.4427106755228105e-07,1.3523525301704434e-05,0.46582565429687506,53.275,2,635.260009765625,0.9161602982292637
SPY250731P00582000,SPY,582.0,2025-07-31,P,0.03,0.04,0.03,980,750,-0.22053432743087914,2.8758738733619698e-05,-2.829242907290792e-07,1.3523525301704434e-05,0.38281867187499996,0.035,2,635.260009765625,1.0915120442708333
SPY250731C00583000,SPY,583.0,2025-07-31,C,52.11,52.44,52.4,20,356,0.7742184772757115,2.8852889011384973e-05,-3.396054246161947e-07,1.3567798580700244e-05,0.4580132324218751,52.275,2,635.260009765625,0.9177344568172865
SPY250731P00583000,SPY,583.0,2025-07-31,P,0.04,0.05,0.04,702,1639,-0.22578152272428847,2.8852889011384973e-05,-2.8674688576729986e-07,1.3567798580700244e-05,0.38672488281249995,0.045,2,635.260009765625,1.0896398109187393
SPY250731C00584000,SPY,584.0,2025-07-31,C,51.11,51.44,51.62,40,338,0.7689712819823022,2.894555430333394e-05,-3.3488479658356163e-07,1.3611373559139638e-05,0.450200810546875,51.275,2,635.260009765625,0.9193086154053093
SPY250731P00584000,SPY,584.0,2025-07-31,P,0.04,0.05,0.04,131,1667,-0.23102871801769775,2.894555430333394e-05,-2.8185649477150244e-07,1.3611373559139638e-05,0.3789124609375,0.045,2,635.260009765625,1.0877739893247003
SPY250731C00585000,SPY,585.0,2025-07-31,C,50.11,50.59,50.54,17833,17766,0.763724086688893,2.9036718341020996e-05,-3.64358930999644e-07,1.3654242586939707e-05,0.48828636718750007,50.35,2,635.260009765625,0.9208827739933321
SPY250731P00585000,SPY,585.0,2025-07-31,P,0.04,0.05,0.04,86,11654,-0.23627591331110703,2.9036718341020996e-05,-2.7837198431400636e-07,1.3654242586939707e-05,0.37305314453125,0.045,2,635.260009765625,1.0859145466079059
SPY250731C00586000,SPY,586.0,2025-07-31,C,49.1,49.45,49.81,40,399,0.7584768913954836,2.912636508369701e-05,-3.282052494899189e-07,1.3696398121089653e-05,0.43848217773437503,49.275000000000006,2,635.260009765625,0.9224569325813549
SPY250731P00586000,SPY,586.0,2025-07-31,P,0.04,0.05,0.04,254,3650,-0.24152310860451637,2.912636508369701e-05,-2.733837966292221e-07,1.3696398121089653e-05,0.36524072265625,0.045,2,635.260009765625,1.084061450111988
SPY250731C00587000,SPY,587.0,2025-07-31,C,48.12,48.45,48.74,25,799,0.7532296961020744,2.921447872300741e-05,-3.2333283034127944e-07,1.3737832727860028e-05,0.43066975585937506,48.285,2,635.260009765625,0.9240310911693776
SPY250731P00587000,SPY,587.0,2025-07-31,P,0.04,0.05,0.04,16,1455,-0.24677030389792565,2.921447872300741e-05,-2.6981185856195567e-07,1.3737832727860028e-05,0.35938140625,0.045,2,635.260009765625,1.082214667403109
SPY250731C00588000,SPY,588.0,2025-07-31,C,47.12,47.45,47.62,2,517,0.747982500808665,2.9301043687632758e-05,-3.1840820139998043e-07,1.3778539084984913e-05,0.422857333984375,47.285,2,635.260009765625,0.9256052497574004
SPY250731P00588000,SPY,588.0,2025-07-31,P,0.04,0.05,0.04,93,1687,-0.252017499191335,2.9301043687632758e-05,-2.6472864246691295e-07,1.3778539084984913e-05,0.35156898437499995,0.045,2,635.260009765625,1.0803741662680697
SPY250731C00589000,SPY,589.0,2025-07-31,C,46.11,46.6,46.38,3,531,0.7427353055152557,2.9386044647870033e-05,-3.451433247454584e-07,1.3818509983816237e-05,0.45703667968750006,46.355000000000004,2,635.260009765625,0.9271794083454232
SPY250731P00589000,SPY,589.0,2025-07-31,P,0.05,0.06,0.03,2,1374,-0.25726469448474426,2.9386044647870033e-05,-2.6697154710440985e-07,1.3818509983816237e-05,0.35352208984374994,0.055,2,635.260009765625,1.0785399147124364
SPY250731C00590000,SPY,590.0,2025-07-31,C,45.11,45.46,46.3,7,2074,0.7374881102218465,2.9469466520152623e-05,-3.106240955223769e-07,1.3857738331449237e-05,0.4101621484375,45.285,2,635.260009765625,0.928753566933446
SPY250731P00590000,SPY,590.0,2025-07-31,P,0.05,0.06,0.06,10667,17728,-0.26251188977815354,2.9469466520152623e-05,-2.618129277292332e-07,1.3857738331449237e-05,0.34570966796874997,0.055,2,635.260009765625,1.0767118809586864
SPY250731C00591000,SPY,591.0,2025-07-31,C,44.11,44.46,46.91,1,506,0.7322409149284371,2.9551294471507293e-05,-3.055536727665231e-07,1.389621715281834e-05,0.4023497265625,44.285,2,635.260009765625,0.9303277255214688
SPY250731P00591000,SPY,591.0,2025-07-31,P,0.05,0.06,0.05,35,2432,-0.2677590850715629,2.9551294471507293e-05,-2.580902042561357e-07,1.389621715281834e-05,0.3398503515625,0.055,2,635.260009765625,1.0748900334443738
SPY250731C00592000,SPY,592.0,2025-07-31,C,43.13,43.63,44.21,1,599,0.7269937196350278,2.9631513923946136e-05,-3.335256141517316e-07,1.3933939592762387e-05,0.4379939013671875,43.38,2,635.260009765625,0.9319018841094916
SPY250731P00592000,SPY,592.0,2025-07-31,P,0.05,0.06,0.04,4,1553,-0.27300628036497215,2.9631513923946136e-05,-2.528417726251685e-07,1.3933939592762387e-05,0.3320379296875,0.055,2,635.260009765625,1.0730743408203125
SPY250731C00593000,SPY,593.0,2025-07-31,C,42.13,42.46,44.2,8,504,0.7217465243416186,2.9710110558791863e-05,-2.9489335659039855e-07,1.3970898918058613e-05,0.38623660644531244,42.295,2,635.260009765625,0.9334760426975144
SPY250731P00593000,SPY,593.0,2025-07-31,P,0.05,0.06,0.05,593,1411,-0.27825347565838143,2.9710110558791863e-05,-2.4829321096047e-07,1.3970898918058613e-05,0.32520206054687495,0.055,2,635.260009765625,1.0712647719487773
SPY250731C00594000,SPY,594.0,2025-07-31,C,41.13,41.46,41.25,1,375,0.7164993290482092,2.978707032093444e-05,-2.893031988590913e-07,1.4007088519424253e-05,0.37793590820312495,41.295,2,635.260009765625,0.9350502012855372
SPY250731P00594000,SPY,594.0,2025-07-31,P,0.06,0.07,0.04,1074,1434,-0.28350067095179077,2.978707032093444e-05,-2.481888450553266e-07,1.4007088519424253e-05,0.3242255078124999,0.065,2,635.260009765625,1.0694612959017256
SPY250731C00595000,SPY,595.0,2025-07-31,C,40.13,40.47,40.74,11,1603,0.7112521337547999,2.9862379423017486e-05,-2.862875108231267e-07,1.4042501913485171e-05,0.37305314453125,40.3,2,635.260009765625,0.93662435987356
SPY250731P00595000,SPY,595.0,2025-07-31,P,0.06,0.07,0.06,1286,3336,-0.28874786624520005,2.9862379423017486e-05,-2.435703624227489e-07,1.4042501913485171e-05,0.317389638671875,0.065,2,635.260009765625,1.0676638819590336
SPY250731C00596000,SPY,596.0,2025-07-31,C,39.14,39.47,39.51,2,567,0.7060049384613907,2.9936024349552562e-05,-2.809833622955715e-07,1.4077132744710571e-05,0.36524072265625,39.305,2,635.260009765625,0.9381985184615828
SPY250731P00596000,SPY,596.0,2025-07-31,P,0.06,0.07,0.06,346,2191,-0.2939950615386093,2.9936024349552562e-05,-2.389121391006026e-07,1.4077132744710571e-05,0.31055376953124997,0.065,2,635.260009765625,1.0658724996067535
SPY250731C00597000,SPY,597.0,2025-07-31,C,38.14,38.47,39.3,1,743,0.7007577431679813,3.0007991860959683e-05,-2.7525769615219975e-07,1.4110974787312986e-05,0.3569400244140625,38.305,2,635.260009765625,0.9397726770496055
SPY250731P00597000,SPY,597.0,2025-07-31,P,0.07,0.08,0.06,1,1436,-0.29924225683201866,3.0007991860959683e-05,-2.3798033846253108e-07,1.4110974787312986e-05,0.3086006640625,0.07500000000000001,2,635.260009765625,1.0640871185353853
SPY250731C00598000,SPY,598.0,2025-07-31,C,37.13,37.48,40.04,1,691,0.695510547874572,3.0078268997532374e-05,-2.717507063692815e-07,1.4144021947112837e-05,0.35156898437499995,37.305,2,635.260009765625,0.9413468356376283
SPY250731P00598000,SPY,598.0,2025-07-31,P,0.07,0.08,0.07,13,1725,-0.30448945212542794,3.0078268997532374e-05,-2.3325378466813428e-07,1.4144021947112837e-05,0.301764794921875,0.07500000000000001,2,635.260009765625,1.062307708638169
SPY250731C00599000,SPY,599.0,2025-07-31,C,36.15,36.48,37.64,4,647,0.6902633525811628,3.0146843083325553e-05,-2.6631775827035564e-07,1.4176268263366658e-05,0.3437565625,36.315,2,635.260009765625,0.9429209942256511
SPY250731P00599000,SPY,599.0,2025-07-31,P,0.07,0.08,0.06,13,2542,-0.3097366474188372,3.0146843083325553e-05,-2.2773306917768314e-07,1.4176268263366658e-05,0.29395237304687494,0.07500000000000001,2,635.260009765625,1.0605342400093907
SPY250731C00600000,SPY,600.0,2025-07-31,C,35.16,35.48,35.4,30,11601,0.6850161572877534,3.0213701729964694e-05,-2.604633452820209e-07,1.4207707910558318e-05,0.3354558642578125,35.31999999999999,2,635.260009765625,0.9444951528136739
SPY250731P00600000,SPY,600.0,2025-07-31,P,0.08,0.09,0.08,937,22348,-0.31498384271224655,3.0213701729964694e-05,-2.2672164703863002e-07,1.4207707910558318e-05,0.2919992675781249,0.08499999999999999,2,635.260009765625,1.0587666829427083
SPY250731C00601000,SPY,601.0,2025-07-31,C,34.16,34.48,36.9,10,1123,0.6797689619943441,3.0278832840374584e-05,-2.545658842884894e-07,1.423833520015244e-05,0.327155166015625,34.31999999999999,2,635.260009765625,0.9460693114016968
SPY250731P00601000,SPY,601.0,2025-07-31,P,0.08,0.09,0.08,99,2106,-0.3202310380056559,3.0278832840374584e-05,-2.211313871660438e-07,1.423833520015244e-05,0.2841868457031249,0.08499999999999999,2,635.260009765625,1.0570050079294926
SPY250731C00602000,SPY,602.0,2025-07-31,C,33.16,33.49,35.14,1,694,0.6745217667009349,3.034222461242615e-05,-2.5053004863414283e-07,1.4268144582309283e-05,0.32129584960937496,33.325,2,635.260009765625,0.9476434699897196
SPY250731P00602000,SPY,602.0,2025-07-31,P,0.09,0.1,0.1,219,1746,-0.3254782332990651,3.034222461242615e-05,-2.1930995046697678e-07,1.4268144582309283e-05,0.28125718749999995,0.095,2,635.260009765625,1.0552491856571844
SPY250731C00603000,SPY,603.0,2025-07-31,C,32.17,32.5,32.52,1,899,0.6692745714075256,3.040386554249983e-05,-2.4646092974810223e-07,1.4297130647560379e-05,0.3154365332031249,32.335,2,635.260009765625,0.9492176285777424
SPY250731P00603000,SPY,603.0,2025-07-31,P,0.09,0.1,0.09,328,2634,-0.33072542859247445,3.040386554249983e-05,-2.1403288811396184e-07,1.4297130647560379e-05,0.2739330419921875,0.095,2,635.260009765625,1.05349918700767
SPY250731C00604000,SPY,604.0,2025-07-31,C,31.17,31.5,32.25,8,627,0.6640273761141162,3.046374442896389e-05,-2.404479407665174e-07,1.4325288128444198e-05,0.30713583496093744,31.335,2,635.260009765625,0.9507917871657652
SPY250731P00604000,SPY,604.0,2025-07-31,P,0.1,0.11,0.1,289,3641,-0.3359726238858838,3.046374442896389e-05,-2.1177861103083496e-07,1.4325288128444198e-05,0.270515107421875,0.10500000000000001,2,635.260009765625,1.0517549830556705
SPY250731C00605000,SPY,605.0,2025-07-31,C,30.18,30.51,30.06,24,5028,0.658780180820707,3.052185037556639e-05,-2.3631072434859896e-07,1.435261190110116e-05,0.3012765185546875,30.345,2,635.260009765625,0.952365945753788
SPY250731P00605000,SPY,605.0,2025-07-31,P,0.1,0.11,0.1,67,9818,-0.34121981917929306,3.052185037556639e-05,-2.0605476393486546e-07,1.435261190110116e-05,0.26270268554687504,0.10500000000000001,2,635.260009765625,1.0500165450671488
SPY250731C00606000,SPY,606.0,2025-07-31,C,29.17,29.52,30.32,25,410,0.6535329855272977,3.057817279473918e-05,-2.317587755669806e-07,1.437909698682733e-05,0.29492892578124996,29.345,2,635.260009765625,0.9539401043418108
SPY250731P00606000,SPY,606.0,2025-07-31,P,0.11,0.12,0.12,54,1730,-0.34646701447270234,3.057817279473918e-05,-2.0336545124436574e-07,1.437909698682733e-05,0.25879647460937505,0.11499999999999999,2,635.260009765625,1.048283844497731
SPY250731C00607000,SPY,607.0,2025-07-31,C,28.19,28.52,28.4,3,847,0.6482857902338883,3.0632701410812584e-05,-2.256376375729772e-07,1.4404738553586082e-05,0.2866282275390625,28.355,2,635.260009765625,0.9555142629298335
