contract_symbol,last_trade_date,strike,last,bid,ask,change,percentChange,volume,open_interest,implied_volatility,inTheMoney,contract_size,currency,option_type,expiration,date,underlying,underlying_price,mid_price,bid_ask_spread,spread_pct,days_to_expiration,moneyness,delta,gamma,theta,vega
SPY250731P00645000,2025-07-29 16:53:54+00:00,645.0,9.24,8.7,8.8,-0.09000015,-0.96463186,13.0,155,1.0000000000000003e-05,True,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,8.75,0.10000000000000142,0.011428571428571592,2,0.9861167257146318,-0.5469291106665799,3.1283548383447964e-05,-8.049331594426006e-12,1.4728977981522263e-05
SPY250731C00646000,2025-07-29 17:05:31+00:00,646.0,0.24,0.23,0.24,-0.10000001,-30.303032,1669.0,1659,0.12024805541992187,False,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,0.235,0.009999999999999981,0.042553191489361625,2,1.0156509482902065,0.44783017236597833,3.1265275740360286e-05,-9.673511140473429e-08,1.472037482198282e-05
SPY250731P00646000,2025-07-29 15:13:45+00:00,646.0,10.99,9.57,9.68,2.2299995,25.456615,4.0,48,1.0000000000000003e-05,True,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,9.625,0.10999999999999943,0.01142857142857137,2,0.9845902292351973,-0.5521698276340217,3.1265275740360286e-05,-8.044629999788579e-12,1.472037482198282e-05
SPY250731C00647000,2025-07-29 17:00:25+00:00,647.0,0.15,0.16,0.17,-0.08,-34.782608,1073.0,978,0.11963770996093749,False,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,0.165,0.010000000000000009,0.060606060606060656,2,1.017223163380439,0.4425894553985366,3.1245082873627153e-05,-9.618195122670304e-08,1.471086757920299e-05
SPY250731P00647000,2025-07-29 14:19:16+00:00,647.0,10.3,10.52,10.64,0.0,0.0,2.0,7,1.0000000000000003e-05,True,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,10.58,0.120000000000001,0.01134215500945189,2,0.9830684514465804,-0.5574105446014633,3.1245082873627153e-05,-8.03943432702842e-12,1.471086757920299e-05
SPY250731C00648000,2025-07-29 17:04:38+00:00,648.0,0.11,0.11,0.12,-0.060000002,-33.333332,816.0,2277,0.11963770996093749,False,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,0.11499999999999999,0.009999999999999995,0.0869565217391304,2,1.0187953784706716,0.4373487384310949,3.1222973518250816e-05,-9.61138918475981e-08,1.4700458011703411e-05
SPY250731P00648000,2025-07-29 13:55:59+00:00,648.0,10.38,11.48,11.6,-0.8800001,-7.8152766,3.0,8,1.0000000000000003e-05,True,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,11.54,0.11999999999999922,0.010398613518197507,2,0.98155137050299,-0.5626512615689051,3.1222973518250816e-05,-8.03374553717051e-12,1.4700458011703411e-05
SPY250731C00649000,2025-07-29 17:03:57+00:00,649.0,0.09,0.08,0.09,-0.019999996,-22.222218,608.0,1757,0.1211025390625,False,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,0.08499999999999999,0.009999999999999995,0.11764705882352937,2,1.020367593560904,0.4321080214636532,3.119895176186986e-05,-9.721584654755025e-08,1.4689148044033637e-05
SPY250731C00650000,2025-07-29 17:01:42+00:00,650.0,0.06,0.05,0.06,-0.02,-25.0,1774.0,16565,0.12012598632812499,False,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,0.055,0.009999999999999995,0.18181818181818174,2,1.0219398086511366,0.42686730449621146,3.117302204349965e-05,-9.635176712781874e-08,1.4676939766179073e-05
SPY250731P00650000,2025-07-25 17:38:53+00:00,650.0,12.73,12.47,14.93,0.0,0.0,3.0,0,0.22339643798828124,True,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,13.7,2.459999999999999,0.17956204379562038,2,0.9785312124399038,-0.5731326955037885,3.117302204349965e-05,-1.791838904151543e-07,1.4676939766179073e-05
SPY250731C00655000,2025-07-29 16:16:19+00:00,655.0,0.01,0.01,0.02,-0.01,-50.0,232.0,7461,0.13477427734375003,False,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,0.015,0.01,0.6666666666666667,2,1.0298008841022992,0.4006637196590028,3.10149338025007e-05,-1.0755279013539883e-07,1.4602508368811022e-05
SPY250731P00655000,2025-07-28 18:12:47+00:00,655.0,19.0,17.46,19.95,0.0,0.0,7.0,6,0.27674063110351554,True,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,18.705,2.4899999999999984,0.1331194867682437,2,0.9710615085281489,-0.5993362803409972,3.10149338025007e-05,-2.2084501290330614e-07,1.4602508368811022e-05
SPY250731C00660000,2025-07-29 15:08:46+00:00,660.0,0.01,0.0,0.01,-0.01,-50.0,100.0,6623,0.15235222656250003,False,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.0376619595534617,0.3744601348217942,3.081001171218293e-05,-1.2077706732930227e-07,1.4506026572078047e-05
SPY250731P00660000,2025-07-28 13:37:51+00:00,660.0,22.35,22.46,24.91,0.0,0.0,1.0,0,0.3220282641601562,True,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,23.685000000000002,2.4499999999999993,0.1034409964112307,2,0.9637049819483902,-0.6255398651782058,3.081001171218293e-05,-2.5528756763166865e-07,1.4506026572078047e-05
SPY250731C00665000,2025-07-29 16:56:32+00:00,665.0,0.01,0.0,0.01,0.0,0.0,16.0,5914,0.179695703125,False,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.0455230350046243,0.34825654998458555,3.0559195807973016e-05,-1.4129390386027182e-07,1.4387936965194513e-05
SPY250731P00665000,2025-07-08 15:21:24+00:00,665.0,44.99,27.46,29.92,0.0,0.0,,0,0.36963520996093746,True,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,28.69,2.460000000000001,0.0857441617288254,2,0.9564590798284774,-0.6517434500154144,3.0559195807973016e-05,-2.906424634052701e-07,1.4387936965194513e-05
SPY250731C00670000,2025-07-25 19:13:14+00:00,670.0,0.01,0.0,0.01,0.0,0.0,75.0,2763,0.20703917968749996,False,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.0533841104557868,0.3220529651473769,3.026363092590568e-05,-1.6121942994084272e-07,1.4248778561974996e-05
SPY250731P00670000,2025-07-28 14:29:59+00:00,670.0,32.17,32.46,35.31,0.0,0.0,5.0,2,0.45435115966796874,True,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,33.885000000000005,2.8500000000000014,0.08410801239486501,2,0.9493213255013992,-0.6779470348526231,3.026363092590568e-05,-3.537989044643285e-07,1.4248778561974996e-05
SPY250731C00675000,2025-07-29 15:19:15+00:00,675.0,0.01,0.0,0.01,0.0,0.0,2.0,1159,0.23438265625,False,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.0612451859069496,0.2958493803101683,2.992465799854362e-05,-1.8046728237183962e-07,1.4089182702763275e-05
SPY250731P00675000,2025-07-23 13:56:16+00:00,675.0,45.05,37.46,38.76,0.0,0.0,,0,1.0000000000000003e-05,True,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,38.11,1.2999999999999972,0.034111781684597144,2,0.9422893156828703,-0.7041506196898317,2.992465799854362e-05,-7.699685858127128e-12,1.4089182702763275e-05
SPY250731C00680000,2025-07-24 16:29:24+00:00,680.0,0.01,0.0,0.01,0.0,0.0,11.0,5564,0.257819921875,False,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.0691062613581122,0.26964579547295964,2.9543803922496276e-05,-1.9598674303264705e-07,1.3909868283838778e-05
SPY250731C00685000,2025-07-29 15:32:30+00:00,685.0,0.01,0.0,0.01,0.0,0.0,1.0,1311,0.28516339843749994,False,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.0769673368092747,0.24344221063575106,2.9122770104654004e-05,-2.136831487436277e-07,1.3711636364733455e-05
SPY250731C00690000,2025-07-28 18:40:17+00:00,690.0,0.01,0.0,0.01,0.0,0.0,1.0,1347,0.3086006640625,False,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.0848284122604372,0.21723862579854242,2.8663419807324174e-05,-2.275981206676998e-07,1.3495364210045387e-05
SPY250731P00690000,2025-06-23 14:30:01+00:00,690.0,92.46,53.38,56.16,0.0,0.0,3.0,0,0.5612836840820312,True,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,54.769999999999996,2.779999999999994,0.050757714077049376,2,0.9218047653419384,-0.7827613742014576,2.8663419807324174e-05,-4.1395604914395446e-07,1.3495364210045387e-05
SPY250731C00695000,2025-07-21 15:23:01+00:00,695.0,0.01,0.0,0.01,0.0,0.0,61.0,1452,0.335944140625,False,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.0926894877115998,0.19103504096133378,2.8167764423905804e-05,-2.4347998236500926e-07,1.326199882772658e-05
SPY250731P00695000,2025-02-12 17:40:21+00:00,695.0,89.79,132.68,135.75,0.0,0.0,,0,4.2676438256072995,True,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,134.215,3.069999999999993,0.02287374734567666,2,0.9151730763826439,-0.8089649590386663,2.8167764423905804e-05,-3.0930316018188653e-06,1.326199882772658e-05
SPY250731C00700000,2025-07-18 13:30:05+00:00,700.0,0.01,0.0,0.01,0.0,0.0,50.0,3156,0.35938140625,False,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.1005505631627626,0.16483145612412514,2.763794882643011e-05,-2.555672636776958e-07,1.3012550070384992e-05
SPY250731P00700000,2025-07-10 19:38:19+00:00,700.0,73.61,62.46,64.91,0.0,0.0,10.0,0,0.6596713720703126,True,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,63.685,2.4499999999999957,0.0384705974719321,2,0.9086361258370536,-0.8351685438758749,2.763794882643011e-05,-4.691127714304805e-07,1.3012550070384992e-05
SPY250731C00705000,2025-07-15 18:10:42+00:00,705.0,0.01,0.0,0.01,0.0,0.0,16.0,1661,0.38281867187499996,False,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.108411638613925,0.1386278712869165,2.7076235934117566e-05,-2.667013493225816e-07,1.2748083369824062e-05
SPY250731C00710000,2025-07-03 14:50:09+00:00,710.0,0.01,0.0,0.01,0.0,0.0,1.0,368,0.4062559375,False,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.1162727140650877,0.11242428644970787,2.6484990657976285e-05,-2.7684925321176447e-07,1.2469712177808917e-05
SPY250731C00715000,2025-07-11 19:43:24+00:00,715.0,0.01,0.0,0.01,0.0,0.0,7.0,16496,0.42969320312500003,False,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.1241337895162502,0.08622070161249923,2.586666338034493e-05,-2.859846388422453e-07,1.2178590187874249e-05
SPY250731C00720000,2025-07-17 20:14:14+00:00,720.0,0.01,0.0,0.01,0.0,0.0,1.0,16454,0.45313046875,False,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.1319948649674128,0.06001711677529059,2.522377313014691e-05,-2.9408788084951395e-07,1.1875903413866474e-05
SPY250731C00730000,2025-07-17 14:12:02+00:00,730.0,0.01,0.0,0.01,0.0,0.0,3.0,22865,0.500005,False,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.147717015869738,0.007609947100873371,2.387462126512391e-05,-3.071529205162505e-07,1.1240693243009785e-05
SPY250731P00730000,2025-01-29 17:44:16+00:00,730.0,127.13,134.87,138.17,0.0,0.0,,0,3.296266407775879,True,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,136.51999999999998,3.299999999999983,0.024172282449457832,2,0.8712949151862157,-0.9923900528991266,2.387462126512391e-05,-2.0248954589413527e-06,1.1240693243009785e-05
SPY250801C00375000,2025-07-25 17:47:51+00:00,375.0,262.45,260.31,262.78,0.0,0.0,3.0,3,2.2734418164062498,True,REGULAR,USD,C,2025-08-01,2025-07-29,SPY,636.0452880859375,261.54499999999996,2.4699999999999704,0.009443881550019961,3,0.5895806588371941,1.0,3.819118121467174e-06,-2.736127778299076e-07,2.202243443352503e-06
SPY250801P00375000,2025-07-24 18:57:25+00:00,375.0,0.01,0.0,0.01,0.0,0.0,2.0,489,1.4375028125,False,REGULAR,USD,P,2025-08-01,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,3,1.6961207682291666,0.0,3.819118121467174e-06,-1.730060276133085e-07,2.202243443352503e-06
SPY250801P00380000,2025-07-16 19:47:38+00:00,380.0,0.02,0.0,0.01,0.0,0.0,30.0,275,1.4375028125,False,REGULAR,USD,P,2025-08-01,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,3,1.6738033896998354,0.0,4.136729569341116e-06,-1.8739382426518917e-07,2.385389841648604e-06
SPY250801P00385000,2025-07-16 20:08:59+00:00,385.0,0.02,0.0,0.01,0.0,0.0,112.0,210,1.3750031249999999,False,REGULAR,USD,P,2025-08-01,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,3,1.6520656833400975,0.0,4.473837684687315e-06,-1.9385336722618423e-07,2.5797787327774502e-06
SPY250801P00390000,2025-07-21 18:35:57+00:00,390.0,0.01,0.0,0.01,0.0,0.0,262.0,2173,1.3437532812499997,False,REGULAR,USD,P,2025-08-01,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,3,1.6308853540665065,0.0,4.83094807010392e-06,-2.0456971839414322e-07,2.785701665722682e-06
SPY250801P00395000,2025-07-21 18:59:33+00:00,395.0,0.01,0.0,0.01,0.0,0.0,1046.0,1165,1.3125034374999998,False,REGULAR,USD,P,2025-08-01,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,3,1.6102412356606013,0.0,5.208510784572581e-06,-2.1542864891657227e-07,3.0034181609835185e-06
SPY250801P00400000,2025-07-21 14:23:53+00:00,400.0,0.01,0.0,0.01,0.0,0.0,4.0,213,1.2812535937499998,False,REGULAR,USD,P,2025-08-01,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,3,1.5901132202148438,0.0,5.606913024847395e-06,-2.2638536942903787e-07,3.2331514903954655e-06
SPY250801C00405000,2025-06-26 14:31:49+00:00,405.0,207.41,230.99,233.64,0.0,0.0,,0,2.263187935791015,True,REGULAR,USD,C,2025-08-01,2025-07-29,SPY,636.0452880859375,232.315,2.6499999999999773,0.011406925941071292,3,0.6367471115441697,1.0,6.026471732938496e-06,-4.2980670253588186e-07,3.4750844143344916e-06
SPY250801P00405000,2025-07-22 13:46:00+00:00,405.0,0.01,0.0,0.01,0.0,0.0,1.0,238,1.2500037499999999,False,REGULAR,USD,P,2025-08-01,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,3,1.5704821928047838,0.0,6.026471732938496e-06,-2.373907979308873e-07,3.4750844143344916e-06
SPY250801P00410000,2025-07-28 13:30:03+00:00,410.0,0.01,0.0,0.01,0.0,0.0,10.0,470,1.21875390625,False,REGULAR,USD,P,2025-08-01,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,3,1.5513299709413109,0.0,6.467426194966724e-06,-2.483916214584799e-07,3.7293549139454434e-06
SPY250801C00415000,2025-07-29 16:39:20+00:00,415.0,220.57,220.34,222.8,10.070007,4.7838516,2.0,2,1.890625546875,True,REGULAR,USD,C,2025-08-01,2025-07-29,SPY,636.0452880859375,221.57,2.460000000000008,0.011102586090174699,3,0.6524692624464948,1.0,6.929930701805187e-06,-4.128800077333088e-07,3.996051958999053e-06
SPY250801P00415000,2025-07-21 14:49:51+00:00,415.0,0.01,0.0,0.01,0.0,0.0,34.0,1750,1.1875040625,False,REGULAR,USD,P,2025-08-01,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,3,1.5326392483998494,0.0,6.929930701805187e-06,-2.593304038013996e-07,3.996051958999053e-06
SPY250801C00420000,2025-07-18 17:16:11+00:00,420.0,207.73,215.35,217.81,0.0,0.0,,4,1.8486335693359375,True,REGULAR,USD,C,2025-08-01,2025-07-29,SPY,636.0452880859375,216.57999999999998,2.460000000000008,0.011358389509650051,3,0.6603303378976575,1.0,7.414047346554293e-06,-4.319123583563748e-07,4.2752113546521405e-06
SPY250801P00420000,2025-07-22 16:58:28+00:00,420.0,0.01,0.0,0.01,0.0,0.0,2.0,35,1.15625421875,False,REGULAR,USD,P,2025-08-01,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,3,1.5143935430617559,0.0,7.414047346554293e-06,-2.701457415701987e-07,4.2752113546521405e-06
SPY250801P00425000,2025-07-21 18:51:57+00:00,425.0,0.01,0.0,0.01,0.0,0.0,1.0,309,1.125004375,False,REGULAR,USD,P,2025-08-01,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,3,1.4965771484375,0.0,7.91973903791422e-06,-2.807724704754143e-07,4.566811712702184e-06
SPY250801C00430000,2025-07-18 19:08:30+00:00,430.0,197.96,206.62,206.81,0.0,0.0,,800,1.8115243798828122,True,REGULAR,USD,C,2025-08-01,2025-07-29,SPY,636.0452880859375,206.715,0.18999999999999773,0.0009191398785767734,3,0.6760524887999827,1.0,8.446862811819431e-06,-4.822020634034998e-07,4.8707705948307156e-06
SPY250801P00430000,2025-07-22 18:30:42+00:00,430.0,0.01,0.0,0.01,0.0,0.0,130.0,137,1.09375453125,False,REGULAR,USD,P,2025-08-01,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,3,1.4791750885719477,0.0,8.446862811819431e-06,-2.9114192316848426e-07,4.8707705948307156e-06
SPY250801C00435000,2025-07-25 17:46:18+00:00,435.0,202.54,200.31,202.82,0.0,0.0,3.0,3,1.703126484375,True,REGULAR,USD,C,2025-08-01,2025-07-29,SPY,636.0452880859375,201.565,2.509999999999991,0.012452558727953717,3,0.6839135642511452,1.0,8.995163526184804e-06,-4.827757040796686e-07,5.1869408767629115e-06
SPY250801P00435000,2025-07-11 19:48:56+00:00,435.0,0.05,0.0,0.01,0.0,0.0,2.0,148,1.0625046875000002,False,REGULAR,USD,P,2025-08-01,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,3,1.4621730760596265,0.0,8.995163526184804e-06,-3.0118223942950407e-07,5.1869408767629115e-06
SPY250801P00440000,2025-07-28 18:25:00+00:00,440.0,0.01,0.0,0.01,0.0,0.0,1.0,609,1.0312548437500002,False,REGULAR,USD,P,2025-08-01,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,3,1.4455574729225853,0.0,9.564268025188627e-06,-3.108187288695139e-07,5.515107383179347e-06
SPY250801P00445000,2025-07-29 16:42:04+00:00,445.0,0.01,0.0,0.01,0.0,0.0,1.0,792,1.000005,False,REGULAR,USD,P,2025-08-01,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,3,1.4293152541257022,0.0,1.0153679860099242e-05,-3.1997428565245106e-07,5.8549838435512005e-06
SPY250801C00450000,2025-06-20 19:41:56+00:00,450.0,146.65,0.0,0.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD,C,2025-08-01,2025-07-29,SPY,636.0452880859375,0.0,0.0,0.0,3,0.707496790604633,1.0,1.0762774653163887e-05,-3.391670763471562e-12,6.206210218788701e-06
SPY250801P00450000,2025-07-25 13:53:54+00:00,450.0,0.01,0.0,0.01,0.0,0.0,15.0,52116,0.9687503125,False,REGULAR,USD,P,2025-08-01,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,3,1.4134339735243056,0.0,1.0762774653163887e-05,-3.285682112010187e-07,6.206210218788701e-06
SPY250801P00455000,2025-07-25 16:05:31+00:00,455.0,0.01,0.0,0.01,0.0,0.0,1.0,944,0.937500625,False,REGULAR,USD,P,2025-08-01,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,3,1.3979017320570055,0.0,1.1390796189457216e-05,-3.3652326023024417e-07,6.568350447657775e-06
SPY250801P00460000,2025-07-28 19:15:45+00:00,460.0,0.01,0.0,0.01,0.0,0.0,2.0,1544,0.9062509375,False,REGULAR,USD,P,2025-08-01,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,3,1.3827071480129076,0.0,1.2036853318783755e-05,-3.437564673097536e-07,6.9408906603034965e-06
SPY250801C00465000,2025-06-20 16:32:39+00:00,465.0,133.33,0.0,0.0,0.0,0.0,7.0,0,1.0000000000000003e-05,True,REGULAR,USD,C,2025-08-01,2025-07-29,SPY,636.0452880859375,0.0,0.0,0.0,3,0.7310800169581207,1.0,1.2699917745709524e-05,-4.002122231924125e-12,7.323237903901343e-06
SPY250801P00465000,2025-07-25 18:26:51+00:00,465.0,0.01,0.0,0.01,0.0,0.0,2.0,1383,0.87500125,False,REGULAR,USD,P,2025-08-01,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,3,1.3678393292170699,0.0,1.2699917745709524e-05,-3.501861955586397e-07,7.323237903901343e-06
SPY250801P00470000,2025-07-29 15:23:03+00:00,470.0,0.01,0.0,0.01,0.0,0.0,1.0,5126,0.85937640625,False,REGULAR,USD,P,2025-08-01,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,3,1.3532878469913563,0.0,1.3378822780546671e-05,-3.623187152028248e-07,7.714719422429169e-06
SPY250801P00475000,2025-07-25 15:31:09+00:00,475.0,0.01,0.0,0.01,0.0,0.0,16.0,860,0.8281267187499999,False,REGULAR,USD,P,2025-08-01,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,3,1.3390427117598684,0.0,1.4072263117633575e-05,-3.6724017380291523e-07,8.114582528815394e-06
SPY250801C00480000,2025-07-21 16:02:06+00:00,480.0,151.96,155.38,157.84,0.0,0.0,3.0,11,1.32422212890625,True,REGULAR,USD,C,2025-08-01,2025-07-29,SPY,636.0452880859375,156.61,2.460000000000008,0.01570780920758577,3,0.7546632433116085,1.0,1.47787956995631e-05,-6.167218381198962e-07,8.52199510328467e-06
SPY250801P00480000,2025-07-28 18:09:55+00:00,480.0,0.01,0.0,0.01,0.0,0.0,2.0,3767,0.8125018749999999,False,REGULAR,USD,P,2025-08-01,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,3,1.3250943501790364,0.0,1.47787956995631e-05,-3.7840150748707006e-07,8.52199510328467e-06
SPY250801C00485000,2025-07-18 19:53:29+00:00,485.0,143.31,150.39,152.85,0.0,0.0,1.0,2,1.2851598242187499,True,REGULAR,USD,C,2025-08-01,2025-07-29,SPY,636.0452880859375,151.62,2.460000000000008,0.01622477245745949,3,0.7625243187627712,1.0,1.549684171715567e-05,-6.27609889311039e-07,8.936046746615653e-06
SPY250801P00485000,2025-07-28 15:07:24+00:00,485.0,0.01,0.0,0.01,0.0,0.0,1.0,1930,0.7812521875,False,REGULAR,USD,P,2025-08-01,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,3,1.3114335836823454,0.0,1.549684171715567e-05,-3.8152577576796653e-07,8.936046746615653e-06
SPY250801C00490000,2025-07-29 16:16:05+00:00,490.0,146.07,145.38,147.85,0.21000671,0.14397828,4.0,1,1.241703010253906,True,REGULAR,USD,C,2025-08-01,2025-07-29,SPY,636.0452880859375,146.615,2.469999999999999,0.016846843774511466,3,0.7703853942139337,1.0,1.6224689785014686e-05,-6.348682031418379e-07,9.355750611282588e-06
SPY250801P00490000,2025-07-28 16:43:50+00:00,490.0,0.01,0.0,0.01,0.0,0.0,81.0,102770,0.7500025,False,REGULAR,USD,P,2025-08-01,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,3,1.298051608338648,0.0,1.6224689785014686e-05,-3.834674923027863e-07,9.355750611282588e-06
SPY250801C00495000,2025-07-29 15:33:36+00:00,495.0,141.24,140.4,142.86,16.110008,12.874618,2.0,1,1.2045938208007811,True,REGULAR,USD,C,2025-08-01,2025-07-29,SPY,636.0452880859375,141.63,2.460000000000008,0.01736920144037286,3,0.7782464696650963,1.0,1.696050032152288e-05,-6.438263260122348e-07,9.78004592712172e-06
SPY250801P00495000,2025-07-28 13:30:12+00:00,495.0,0.01,0.0,0.01,0.0,0.0,20.0,702,0.7187528125,False,REGULAR,USD,P,2025-08-01,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,3,1.2849399759311868,0.0,1.696050032152288e-05,-3.8415603217623243e-07,9.78004592712172e-06
SPY250801C00500000,2025-07-25 17:00:08+00:00,500.0,137.0,135.41,137.87,-0.08999634,-0.06564763,1.0,25,1.1660197949218751,True,REGULAR,USD,C,2025-08-01,2025-07-29,SPY,636.0452880859375,136.64,2.460000000000008,0.018003512880562123,3,0.7861075451162589,1.0,1.770231115024407e-05,-6.504670977547447e-07,1.0207801231304752e-05
SPY250801P00500000,2025-07-28 13:30:14+00:00,500.0,0.01,0.0,0.01,0.0,0.0,11.0,3030,0.6875031250000001,False,REGULAR,USD,P,2025-08-01,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,3,1.272090576171875,0.0,1.770231115024407e-05,-3.8352536068740614e-07,1.0207801231304752e-05
SPY250801C00505000,2025-07-29 15:37:57+00:00,505.0,131.14,130.41,132.87,4.3899994,3.4635103,2.0,8,1.1240278173828124,True,REGULAR,USD,C,2025-08-01,2025-07-29,SPY,636.0452880859375,131.64,2.460000000000008,0.018687329079307265,3,0.7939686205674215,1.0,1.8448044327009135e-05,-6.534567270937579e-07,1.0637818305086798e-05
SPY250801P00505000,2025-07-28 13:46:27+00:00,505.0,0.01,0.0,0.01,0.0,0.0,19.0,2568,0.6718782812500002,False,REGULAR,USD,P,2025-08-01,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,3,1.2594956199721534,0.0,1.8448044327009135e-05,-3.9059832495362397e-07,1.0637818305086798e-05
SPY250801C00510000,2025-07-24 16:09:37+00:00,510.0,125.9,125.4,127.87,0.0,0.0,2.0,11,1.0815475610351561,True,REGULAR,USD,C,2025-08-01,2025-07-29,SPY,636.0452880859375,126.635,2.469999999999999,0.019504876219054754,3,0.8018296960185841,1.0,1.919551418362997e-05,-6.542365645139911e-07,1.1068836812106553e-05
SPY250801P00510000,2025-07-28 19:06:06+00:00,510.0,0.01,0.0,0.01,0.0,0.0,109.0,1311,0.64062859375,False,REGULAR,USD,P,2025-08-01,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,3,1.2471476236979167,0.0,1.919551418362997e-05,-3.875212384587917e-07,1.1068836812106553e-05
SPY250801C00515000,2025-07-29 16:25:45+00:00,515.0,120.92,120.4,122.87,11.799995,10.813778,14.0,0,1.0405321411132817,True,REGULAR,USD,C,2025-08-01,2025-07-29,SPY,636.0452880859375,121.635,2.469999999999999,0.02030665515682163,3,0.8096907714697467,1.0,1.9942436565360478e-05,-6.539178003543491e-07,1.1499539625044774e-05
SPY250801P00515000,2025-07-28 14:05:41+00:00,515.0,0.01,0.0,0.01,0.0,0.0,1.0,1291,0.6093789062500001,False,REGULAR,USD,P,2025-08-01,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,3,1.2350393943416262,0.0,1.9942436565360478e-05,-3.829614657851849e-07,1.1499539625044774e-05
