contract_symbol,last_trade_date,strike,last,bid,ask,change,percentChange,volume,open_interest,implied_volatility,inTheMoney,contract_size,currency,option_type,expiration,date,underlying,underlying_price,mid_price,bid_ask_spread,spread_pct,days_to_expiration,moneyness,delta,gamma,theta,vega
SPY250731P00435000,2025-07-22 13:33:13+00:00,435.0,0.01,0.0,0.01,0.0,0.0,100.0,36053,1.21875390625,False,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.4621730760596265,0.0,8.995163526184804e-06,-2.820777914146578e-07,4.235119491351179e-06
SPY250731C00440000,2025-07-22 20:09:22+00:00,440.0,188.59,196.15,196.37,0.0,0.0,2.0,105,1.71875140625,True,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,196.26,0.21999999999999886,0.001120961989197997,2,0.6917746397023078,1.0,9.564268025188627e-06,-4.229690750777874e-07,4.503066321815195e-06
SPY250731P00440000,2025-07-25 19:07:49+00:00,440.0,0.01,0.0,0.01,0.0,0.0,4.0,17641,1.1875040625,False,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.4455574729225853,0.0,9.564268025188627e-06,-2.922339397892435e-07,4.503066321815195e-06
SPY250731C00445000,2025-07-21 14:20:05+00:00,445.0,186.1,190.17,192.66,0.0,0.0,2.0,27,1.78125109375,True,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,191.415,2.490000000000009,0.01300838492281174,2,0.6996357151534704,1.0,1.0153679860099242e-05,-4.653636115121885e-07,4.7805742896466315e-06
SPY250731P00445000,2025-07-22 19:19:27+00:00,445.0,0.01,0.0,0.01,0.0,0.0,1.0,777,1.15625421875,False,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.4293152541257022,0.0,1.0153679860099242e-05,-3.0207905047845197e-07,4.7805742896466315e-06
SPY250731C00450000,2025-07-23 15:58:37+00:00,450.0,183.46,186.15,186.42,0.0,0.0,1.0,145,1.64453302734375,True,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,186.285,0.2699999999999818,0.0014493920605522818,2,0.707496790604633,1.0,1.0762774653163887e-05,-4.554184890823522e-07,5.067349424159688e-06
SPY250731P00450000,2025-07-28 16:18:49+00:00,450.0,0.01,0.0,0.01,0.0,0.0,4.0,9235,1.125004375,False,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.4134339735243056,0.0,1.0762774653163887e-05,-3.115460645391113e-07,5.067349424159688e-06
SPY250731C00455000,2025-07-24 17:23:00+00:00,455.0,181.17,180.21,182.35,0.0,0.0,15.0,140,1.5937520312499998,True,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,181.28,2.1399999999999864,0.011804942630185273,2,0.7153578660557955,1.0,1.1390796189457216e-05,-4.67109439276003e-07,5.363035682847672e-06
SPY250731P00455000,2025-07-22 20:08:01+00:00,455.0,0.01,0.0,0.01,0.0,0.0,2.0,2684,1.09375453125,False,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.3979017320570055,0.0,1.1390796189457216e-05,-3.2056622095538113e-07,5.363035682847672e-06
SPY250731C00460000,2025-07-24 19:57:12+00:00,460.0,175.26,175.22,177.66,0.0,0.0,1.0,90,1.6474627001953124,True,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,176.44,2.4399999999999977,0.013829063704375413,2,0.7232189415069582,1.0,1.2036853318783755e-05,-5.102374950867554e-07,5.667213492730991e-06
SPY250731P00460000,2025-07-28 17:11:21+00:00,460.0,0.01,0.0,0.01,0.0,0.0,4.0,1462,1.0625046875000002,False,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.3827071480129076,0.0,1.2036853318783755e-05,-3.290695019703113e-07,5.667213492730991e-06
SPY250731C00465000,2025-07-25 19:55:09+00:00,465.0,172.0,171.39,171.69,0.0,0.0,100.0,671,1.6474627001953124,True,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,171.54,0.30000000000001137,0.0017488632388947848,2,0.7310800169581207,1.0,1.2699917745709524e-05,-5.383445362972505e-07,5.9793987098557745e-06
SPY250731P00465000,2025-07-24 14:47:08+00:00,465.0,0.01,0.0,0.01,0.0,0.0,2.0,70692,1.0312548437500002,False,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.3678393292170699,0.0,1.2699917745709524e-05,-3.369851169298522e-07,5.9793987098557745e-06
SPY250731C00470000,2025-07-28 18:30:21+00:00,470.0,166.15,166.15,166.38,0.0,0.0,2.0,204,1.4453152734375,True,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,166.265,0.22999999999998977,0.001383333834541183,2,0.7389410924092834,1.0,1.3378822780546671e-05,-4.975357637747986e-07,6.299042031230139e-06
SPY250731P00470000,2025-07-22 19:08:11+00:00,470.0,0.01,0.0,0.01,0.0,0.0,6.0,72580,0.98437515625,False,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.3532878469913563,0.0,1.3378822780546671e-05,-3.388615994079573e-07,6.299042031230139e-06
SPY250731C00475000,2025-07-10 14:58:18+00:00,475.0,150.96,160.13,162.21,0.0,0.0,1.0,570,1.3203158984374999,True,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,161.17000000000002,2.0800000000000125,0.012905627598188325,2,0.746802167860446,1.0,1.4072263117633575e-05,-4.780635262625547e-07,6.62552889043363e-06
SPY250731P00475000,2025-07-23 18:48:00+00:00,475.0,0.01,0.0,0.01,0.0,0.0,20.0,3593,0.9687503125,False,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.3390427117598684,0.0,1.4072263117633575e-05,-3.5076771476415324e-07,6.62552889043363e-06
SPY250731C00480000,2025-07-09 14:37:01+00:00,480.0,143.4,155.21,157.55,0.0,0.0,5.0,1016,1.4248075634765625,True,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,156.38,2.3400000000000034,0.014963550326128684,2,0.7546632433116085,1.0,1.47787956995631e-05,-5.418000844264001e-07,6.9581798645147575e-06
SPY250731P00480000,2025-07-24 15:07:58+00:00,480.0,0.01,0.0,0.01,0.0,0.0,18.0,4597,0.937500625,False,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.3250943501790364,0.0,1.47787956995631e-05,-3.5649580392135423e-07,6.9581798645147575e-06
SPY250731C00485000,2025-07-24 19:03:44+00:00,485.0,150.89,150.23,152.67,0.0,0.0,1.0,74,1.4130888720703125,True,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,151.45,2.4399999999999977,0.016110927698910517,2,0.7625243187627712,1.0,1.549684171715567e-05,-5.634514288731154e-07,7.2962516156220104e-06
SPY250731P00485000,2025-07-25 13:31:14+00:00,485.0,0.01,0.0,0.01,0.0,0.0,1.0,3021,0.9062509375,False,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.3114335836823454,0.0,1.549684171715567e-05,-3.6135617210250564e-07,7.2962516156220104e-06
SPY250731C00490000,2025-07-28 14:24:41+00:00,490.0,147.8,146.37,147.67,0.0,0.0,1.0,316,1.5610373510742184,True,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,147.01999999999998,1.299999999999983,0.008842334376275221,2,0.7703853942139337,1.0,1.6224689785014686e-05,-6.51678671522814e-07,7.638938386124717e-06
SPY250731P00490000,2025-07-25 16:35:17+00:00,490.0,0.01,0.0,0.01,0.0,0.0,10.0,3413,0.87500125,False,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.298051608338648,0.0,1.6224689785014686e-05,-3.652825166472849e-07,7.638938386124717e-06
SPY250731C00495000,2025-07-28 20:01:41+00:00,495.0,142.16,140.23,142.67,0.0,0.0,3.0,58,1.3193393408203122,True,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,141.45,2.4399999999999977,0.017249911629551064,2,0.7782464696650963,1.0,1.696050032152288e-05,-5.757566769289977e-07,7.985374060811016e-06
SPY250731P00495000,2025-07-29 16:28:27+00:00,495.0,0.01,0.0,0.01,0.0,0.0,3.0,6644,0.8437515624999999,False,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.2849399759311868,0.0,1.696050032152288e-05,-3.6821125600378236e-07,7.985374060811016e-06
SPY250731C00500000,2025-07-29 14:51:58+00:00,500.0,137.12,136.36,136.66,-0.75,-0.54399073,2.0,196,1.298343352050781,True,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,136.51,0.29999999999998295,0.0021976411984468754,2,0.7861075451162589,1.0,1.770231115024407e-05,-5.913755153239685e-07,8.334634804150162e-06
SPY250731P00500000,2025-07-29 14:07:05+00:00,500.0,0.01,0.0,0.01,0.0,0.0,1.0,40304,0.8125018749999999,False,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.272090576171875,0.0,1.770231115024407e-05,-3.700821622191527e-07,8.334634804150162e-06
SPY250731C00501000,2025-06-17 18:47:13+00:00,501.0,98.8,125.99,127.88,0.0,0.0,2.0,1,1.0000000000000003e-05,True,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,126.935,1.8900000000000006,0.014889510379328006,2,0.7876797602064914,1.0,1.78512124429495e-05,-4.593159527640739e-12,8.404740785568781e-06
SPY250731P00501000,2025-07-28 16:29:15+00:00,501.0,0.01,0.0,0.01,0.0,0.0,8.0,1043,0.79687703125,False,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.269551473225424,0.0,1.78512124429495e-05,-3.6601833284440024e-07,8.404740785568781e-06
SPY250731C00502000,2025-06-16 16:04:12+00:00,502.0,103.02,0.0,0.0,0.0,0.0,2.0,1,1.0000000000000003e-05,True,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,0.0,0.0,0.0,2,0.789251975296724,1.0,1.8000253817413888e-05,-4.6315082286783624e-12,8.474912720539665e-06
SPY250731P00502000,2025-07-24 14:41:52+00:00,502.0,0.01,0.0,0.01,0.0,0.0,30.0,3141,0.7812521875,False,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.2670224862269672,0.0,1.8000253817413888e-05,-3.61837593507922e-07,8.474912720539665e-06
SPY250731C00503000,2025-06-20 16:04:33+00:00,503.0,95.18,0.0,0.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,0.0,0.0,0.0,2,0.7908241903869564,1.0,1.81494179463941e-05,-4.669888514745614e-12,8.545142451018223e-06
SPY250731P00503000,2025-07-22 20:14:27+00:00,503.0,0.02,0.0,0.01,0.0,0.0,516.0,1555,0.7812521875,False,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.264503554842818,0.0,1.81494179463941e-05,-3.648360617526137e-07,8.545142451018223e-06
SPY250731C00504000,2025-06-17 14:41:54+00:00,504.0,98.95,122.78,124.83,0.0,0.0,2.0,1,1.0000000000000003e-05,True,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,123.805,2.049999999999997,0.01655829732240214,2,0.7923964054771889,1.0,1.8298687335671255e-05,-4.708295884538263e-12,8.615421740344038e-06
SPY250731P00504000,2025-07-25 13:46:29+00:00,504.0,0.01,0.0,0.01,0.0,0.0,99.0,544,0.7812521875,False,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.26199461921813,0.0,1.8298687335671255e-05,-3.6783664591927644e-07,8.615421740344038e-06
SPY250731C00505000,2025-07-28 15:07:32+00:00,505.0,133.55,131.36,131.64,1.1500092,0.868587,1.0,182,1.2480506347656248,True,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,131.5,0.2799999999999727,0.0021292775665397163,2,0.7939686205674215,1.0,1.8448044327009135e-05,-5.924154140946518e-07,8.685742274633747e-06
SPY250731P00505000,2025-07-29 14:07:05+00:00,505.0,0.01,0.0,0.01,0.0,0.0,1.0,37936,0.7656273437500001,False,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.2594956199721534,0.0,1.8448044327009135e-05,-3.63422306159094e-07,8.685742274633747e-06
SPY250731P00506000,2025-07-25 14:03:07+00:00,506.0,0.01,0.0,0.01,0.0,0.0,25.0,2481,0.7656273437500001,False,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.2570064981935525,0.0,1.8597471101187803e-05,-3.663659798575803e-07,8.756095664209338e-06
SPY250731C00507000,2025-06-17 14:23:10+00:00,507.0,96.55,119.82,121.87,0.0,0.0,2.0,2,1.0000000000000003e-05,True,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,120.845,2.0500000000000114,0.016963879349580133,2,0.7971130507478865,1.0,1.8746949681112067e-05,-4.823634854898074e-12,8.826473445061672e-06
SPY250731P00507000,2025-07-23 15:51:28+00:00,507.0,0.02,0.0,0.01,0.0,0.0,15.0,376,0.7500025,False,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.2545271954357742,0.0,1.8746949681112067e-05,-3.6177382002606916e-07,8.826473445061672e-06
SPY250731P00508000,2025-07-25 14:11:12+00:00,508.0,0.01,0.0,0.01,0.0,0.0,3.0,881,0.7500025,False,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.2520576537124755,0.0,1.8896461934994227e-05,-3.6465906910113086e-07,8.896867080349006e-06
SPY250731P00509000,2025-07-18 16:20:50+00:00,509.0,0.06,0.0,0.01,0.0,0.0,12.0,310,0.7500025,False,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.249597815493001,0.0,1.9045989579610395e-05,-3.675446151826245e-07,8.967267961930128e-06
SPY250731C00510000,2025-07-28 16:14:35+00:00,510.0,127.48,126.4,126.62,0.0,0.0,1.0,180,1.205082099609375,True,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,126.51,0.21999999999999886,0.0017389929649829963,2,0.8018296960185841,1.0,1.919551418362997e-05,-5.951962637252807e-07,9.037667411931951e-06
SPY250731P00510000,2025-07-29 15:34:50+00:00,510.0,0.01,0.0,0.01,0.0,0.0,6.0,3528,0.73437765625,False,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.2471476236979167,0.0,1.919551418362997e-05,-3.6271291168046823e-07,9.037667411931951e-06
SPY250731C00511000,2025-05-07 16:52:50+00:00,511.0,61.5,89.7,92.63,0.0,0.0,,2,1.0000000000000003e-05,True,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,91.16499999999999,2.9299999999999926,0.032139527230845094,2,0.8034019111088166,1.0,1.9345017171017418e-05,-4.977519046137752e-12,9.108056684351144e-06
SPY250731P00511000,2025-07-25 17:58:36+00:00,511.0,0.02,0.0,0.01,0.0,0.0,1080.0,1462,0.73437765625,False,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.244707021694594,0.0,1.9345017171017418e-05,-3.6553787710423757e-07,9.108056684351144e-06
SPY250731C00512000,2025-07-16 14:05:50+00:00,512.0,111.36,123.21,125.68,0.0,0.0,2.0,1,1.162113564453125,True,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,124.445,2.470000000000013,0.019848125678010472,2,0.8049741261990491,1.0,1.9494479824505798e-05,-5.829133915070574e-07,9.178426966689544e-06
SPY250731P00512000,2025-07-25 17:52:33+00:00,512.0,0.02,0.0,0.01,0.0,0.0,50.0,2226,0.7187528125,False,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.2422759532928467,0.0,1.9494479824505798e-05,-3.6052469604102164e-07,9.178426966689544e-06
SPY250731C00513000,2025-06-09 15:23:49+00:00,513.0,89.4,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,0.0,0.0,0.0,2,0.8065463412892816,1.0,1.9643883289141226e-05,-5.054418010974817e-12,9.24876938162297e-06
SPY250731P00513000,2025-07-25 17:25:54+00:00,513.0,0.01,0.0,0.01,0.0,0.0,1008.0,2276,0.7187528125,False,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.2398543627406189,0.0,1.9643883289141226e-05,-3.632877160938805e-07,9.24876938162297e-06
SPY250731C00514000,2025-06-27 15:29:48+00:00,514.0,104.04,121.91,124.54,0.0,0.0,1.0,2,1.3623078759765623,True,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,123.225,2.6300000000000097,0.021343071616960925,2,0.8081185563795141,1.0,1.979320857589756e-05,-6.938015720660368e-07,9.319074988703085e-06
SPY250731P00514000,2025-07-25 17:25:54+00:00,514.0,0.02,0.0,0.01,0.0,0.0,1012.0,2212,0.7187528125,False,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.2374421947197227,0.0,1.979320857589756e-05,-3.660492903499625e-07,9.319074988703085e-06
SPY250731C00515000,2025-07-29 15:36:39+00:00,515.0,120.96,121.37,121.69,8.099998,7.1770325,2.0,339,1.1665080737304687,True,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,121.53,0.3199999999999932,0.0026330947091252627,2,0.8096907714697467,1.0,1.9942436565360478e-05,-5.985628783124694e-07,9.389334786091964e-06
SPY250731P00515000,2025-07-28 16:55:52+00:00,515.0,0.01,0.0,0.01,0.0,0.0,3.0,3082,0.7187528125,False,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.2350393943416262,0.0,1.9942436565360478e-05,-3.6880906522091347e-07,9.389334786091964e-06
SPY250731C00516000,2025-07-29 13:49:07+00:00,516.0,122.18,119.23,121.68,44.32,56.92268,1.0,1,1.1298871630859377,True,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,120.45500000000001,2.450000000000003,0.020339545888506103,2,0.8112629865599792,1.0,2.0091548011480095e-05,-5.841068306905271e-07,9.459539712328874e-06
SPY250731P00516000,2025-07-23 15:43:58+00:00,516.0,0.02,0.0,0.01,0.0,0.0,2.0,600,0.70312796875,False,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.2326459071432898,0.0,2.0091548011480095e-05,-3.634892605335256e-07,9.459539712328874e-06
SPY250731C00517000,2025-06-27 14:38:30+00:00,517.0,100.86,118.91,121.55,0.0,0.0,1.0,3,1.3325228686523434,True,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,120.22999999999999,2.6400000000000006,0.02195791399817018,2,0.8128352016502117,1.0,2.0240523545391294e-05,-6.939692448100314e-07,9.529680648129e-06
SPY250731P00517000,2025-07-25 17:21:01+00:00,517.0,0.01,0.0,0.01,0.0,0.0,1272.0,2037,0.6875031250000001,False,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.2302616790830512,0.0,2.0240523545391294e-05,-3.580471567766123e-07,9.529680648129e-06
SPY250731C00518000,2025-07-29 13:39:37+00:00,518.0,120.63,117.26,119.68,35.78,42.168533,2.0,3,1.1171919140625,True,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,118.47,2.4200000000000017,0.020427112349117933,2,0.8144074167404443,1.0,2.0389343679300792e-05,-5.861042100982987e-07,9.599748418213544e-06
SPY250731P00518000,2025-07-25 18:52:44+00:00,518.0,0.02,0.0,0.01,0.0,0.0,1285.0,1588,0.6875031250000001,False,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.227886656536559,0.0,2.0389343679300792e-05,-3.6067972829571926e-07,9.599748418213544e-06
SPY250731C00519000,2025-05-14 19:22:50+00:00,519.0,74.9,80.2,83.5,0.0,0.0,1.0,9,1.0000000000000003e-05,True,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,81.85,3.299999999999997,0.040317654245571134,2,0.8159796318306768,1.0,2.0537988810440063e-05,-5.2844734935922995e-12,9.669733793170856e-06
SPY250731P00519000,2025-07-25 17:44:00+00:00,519.0,0.01,0.0,0.01,0.0,0.0,156.0,610,0.6875031250000001,False,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.2255207862927504,0.0,2.0537988810440063e-05,-3.6330920408243723e-07,9.669733793170856e-06
SPY250731C00520000,2025-07-18 16:54:47+00:00,520.0,108.13,115.23,117.56,0.0,0.0,6.0,834,1.0698288696289064,True,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,116.39500000000001,2.3299999999999983,0.020018042012113907,2,0.8175518469209092,1.0,2.0686439225083087e-05,-5.694346178490719e-07,9.73962749134807e-06
SPY250731P00520000,2025-07-28 14:24:40+00:00,520.0,0.01,0.0,0.01,0.0,0.0,2.0,3903,0.6875031250000001,False,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.2231640155498797,0.0,2.0686439225083087e-05,-3.659352354084573e-07,9.73962749134807e-06
SPY250731C00521000,2025-07-25 17:31:24+00:00,521.0,116.45,114.22,116.68,0.0,0.0,5.0,9,1.0830123974609376,True,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,115.45,2.460000000000008,0.021307925508878372,2,0.8191240620111417,1.0,2.083467510262791e-05,-5.805825405943987e-07,9.809420180772793e-06
SPY250731P00521000,2025-07-25 16:14:17+00:00,521.0,0.01,0.0,0.01,0.0,0.0,1453.0,1941,0.6718782812500002,False,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.2208162919115884,0.0,2.083467510262791e-05,-3.601812873175282e-07,9.809420180772793e-06
SPY250731C00522000,2025-07-25 19:25:32+00:00,522.0,115.47,113.2,115.68,0.0,0.0,3.0,5,1.0698288696289064,True,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,114.44,2.480000000000004,0.02167074449493188,2,0.8206962771013743,1.0,2.0982676519740978e-05,-5.775891276146586e-07,9.879102481104359e-06
SPY250731P00522000,2025-07-25 19:18:54+00:00,522.0,0.01,0.0,0.01,0.0,0.0,2042.0,1323,0.6562534375000001,False,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.218477563383022,0.0,2.0982676519740978e-05,-3.543041894085602e-07,9.879102481104359e-06
SPY250731C00523000,2025-05-07 15:06:44+00:00,523.0,50.65,78.26,81.06,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,79.66,2.799999999999997,0.03514938488576447,2,0.8222684921916068,1.0,2.1130423454563195e-05,-5.436908340180738e-12,9.948664965614116e-06
SPY250731P00523000,2025-07-25 19:26:20+00:00,523.0,0.01,0.0,0.01,0.0,0.0,3657.0,3668,0.6562534375000001,False,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.2161477783669934,0.0,2.1130423454563195e-05,-3.567989787616027e-07,9.948664965614116e-06
SPY250731C00524000,2025-07-23 13:43:14+00:00,524.0,107.61,112.37,112.66,0.0,0.0,,200,1.0791061669921875,True,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,112.515,0.28999999999999204,0.0025774341198950544,2,0.8238407072818393,1.0,2.1277895790976467e-05,-5.907947985291453e-07,1.0018098163194222e-05
SPY250731P00524000,2025-07-29 16:28:15+00:00,524.0,0.01,0.0,0.01,0.0,0.0,1.0,5676,0.6562534375000001,False,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.2138268856601862,0.0,2.1277895790976467e-05,-3.5928913136744084e-07,1.0018098163194222e-05
SPY250731C00525000,2025-07-28 16:14:35+00:00,525.0,110.81,111.4,111.64,-1.6700058,-1.4847136,9.0,307,1.0712937060546879,True,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,111.52000000000001,0.23999999999999488,0.002152080344332809,2,0.8254129223720719,1.0,2.1425073322929694e-05,-5.905744868091173e-07,1.0087392560394408e-05
SPY250731P00525000,2025-07-28 16:18:49+00:00,525.0,0.01,0.0,0.01,0.0,0.0,3.0,22252,0.6562534375000001,False,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.2115148344494047,0.0,2.1425073322929694e-05,-3.617743060356382e-07,1.0087392560394408e-05
SPY250731C00526000,2025-07-15 14:47:27+00:00,526.0,100.31,109.23,111.68,0.0,0.0,1.0,1,1.040043862304688,True,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,110.45500000000001,2.450000000000003,0.02218097867910011,2,0.8269851374623044,1.0,2.157193575882292e-05,-5.772774387386318e-07,1.0156538603486136e-05
SPY250731P00526000,2025-07-28 20:04:46+00:00,526.0,0.01,0.0,0.01,0.0,0.0,3.0,1327,0.64062859375,False,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.209211574307866,0.0,2.157193575882292e-05,-3.555815741878683e-07,1.0156538603486136e-05
SPY250731C00527000,2025-07-28 15:20:24+00:00,527.0,110.18,108.24,110.69,0.0,0.0,2.0,2,1.0341845166015626,True,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,109.465,2.450000000000003,0.02238158315443295,2,0.8285573525525369,1.0,2.171846272594859e-05,-5.779242581209652e-07,1.0225526700553637e-05
SPY250731P00527000,2025-07-28 19:49:34+00:00,527.0,0.01,0.0,0.01,0.0,0.0,22.0,1084,0.64062859375,False,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.2069170551915323,0.0,2.171846272594859e-05,-3.579968553297199e-07,1.0225526700553637e-05
SPY250731C00528000,2025-07-28 15:34:42+00:00,528.0,109.59,107.19,109.69,0.0,0.0,1.0,3,1.0166064794921876,True,REGULAR,USD,C,2025-07-31,2025-07-29,SPY,636.0452880859375,108.44,2.5,0.023054223533751382,2,0.8301295676427694,1.0,2.186463377498835e-05,-5.719247510762274e-07,1.029434722361111e-05
SPY250731P00528000,2025-07-28 19:50:08+00:00,528.0,0.01,0.0,0.01,0.0,0.0,22.0,651,0.6250037500000001,False,REGULAR,USD,P,2025-07-31,2025-07-29,SPY,636.0452880859375,0.005,0.01,2.0,2,1.2046312274354878,0.0,2.186463377498835e-05,-3.516160100799414e-07,1.029434722361111e-05
